LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
149000,SALEM,NH,03079,541512,Corporation,Unanswered,Unanswered,Unanswered,,8,04/28/2020,"Leader Bank, National Association",NH - 02
148900,SALEM,NH,03079,561320,Corporation,White,Female Owned,Unanswered,,15,04/28/2020,Salem Co-operative Bank,NH - 02
148717,DERRY,NH,03038,812210,Corporation,Unanswered,Unanswered,Unanswered,,20,04/28/2020,"Bank of America, National Association",NH - 01
148710,NORTHWOOD,NH,03261,238210,Corporation,Unanswered,Unanswered,Unanswered,,9,04/08/2020,First Seacoast Bank,NH - 01
148700,PELHAM,NH,03076,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/08/2020,Enterprise Bank and Trust Company,NH - 02
148600,NEW LONDON,NH,03257,923120,Corporation,Unanswered,Male Owned,Veteran,,15,04/14/2020,Mascoma Bank,NH - 02
148500,MERRIMACK,NH,03054,333993,Corporation,Unanswered,Male Owned,Non-Veteran,,0,04/29/2020,"TD Bank, National Association",NH - 01
148500,ASHLAND,NH,03217,313210,Corporation,Unanswered,Unanswered,Unanswered,,15,04/28/2020,Meredith Village Savings Bank,NH - 01
148435,PELHAM,NH,03076,512131,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,58,04/12/2020,"TD Bank, National Association",NH - 02
148405,MANCHESTER,NH,03104,238140,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,,06/05/2020,"TD Bank, National Association",NH - 01
148400,EAST HAMPSTEAD,NH,03826,722511,Subchapter S Corporation,White,Male Owned,Non-Veteran,,32,04/14/2020,Bangor Savings Bank,NH - 01
148370,EPPING,NH,03042,811122,Corporation,Unanswered,Male Owned,Veteran,,13,04/14/2020,"TD Bank, National Association",NH - 01
148369,DERRY,NH,03038,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,05/03/2020,"Bank of America, National Association",NH - 01
148200,KEENE,NH,03431,621610,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,45,04/04/2020,Savings Bank of Walpole,NH - 02
148200,GILFORD,NH,03249,713910,Corporation,Unanswered,Male Owned,Non-Veteran,,8,04/07/2020,Bangor Savings Bank,NH - 01
148200,BEDFORD,NH,03110,541990,Corporation,Unanswered,Female Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",NH - 01
148171.7,KEENE,NH,03431,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31,04/10/2020,Bank of New England,NH - 02
148105,NEWFIELDS,NH,03856,541940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,04/14/2020,Newburyport Five Cents Savings Bank,NH - 01
148100,BERLIN,NH,03570,332999,Corporation,Unanswered,Unanswered,Unanswered,,13,04/14/2020,Bank of New Hampshire,NH - 02
148057,PORTSMOUTH,NH,03801,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/29/2020,"People's United Bank, National Association",NH - 01
148000,WEST SWANZEY,NH,03469,236220,Corporation,Unanswered,Unanswered,Unanswered,,15,04/10/2020,Savings Bank of Walpole,NH - 02
148000,HAMPTON,NH,03842,722511,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,26,04/07/2020,Partners Bank of New England,NH - 01
147907,MANCHESTER,NH,03104,492210,Partnership,Unanswered,Unanswered,Unanswered,,0,04/15/2020,"TD Bank, National Association",NH - 01
147900,NASHUA,NH,03063,531210,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,,04/15/2020,"Citizens Bank, National Association",NH - 01
147885,HAMPTON,NH,03842,621210,Corporation,Unanswered,Unanswered,Unanswered,,16,06/14/2020,"Bank of America, National Association",NH - 01
147700,CONTOOCOOK,NH,03229,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,04/10/2020,Merrimack County Savings Bank,NH - 02
147700,DERRY,NH,03038,812112,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",NH - 01
147600,ORFORD,NH,03777,113310,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,12,04/04/2020,Ledyard National Bank,NH - 02
147505,CONCORD,NH,03301,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,11,04/15/2020,"TD Bank, National Association",NH - 02
147500,DERRY,NH,03038,624410,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,30,04/16/2020,Pacific Western Bank,NH - 01
147500,KEENE,NH,03431,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/13/2020,Mascoma Bank,NH - 02
147400,NASHUA,NH,03060,331524,Subchapter S Corporation,White,Male Owned,Unanswered,,19,04/06/2020,The Millyard Bank,NH - 02
147400,BRENTWOOD,NH,03833,811121,Corporation,Unanswered,Unanswered,Unanswered,,9,04/06/2020,Pentucket Bank,NH - 01
147400,LONDONDERRY,NH,03053,621210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,6,04/14/2020,Avidia Bank,NH - 01
147358,NASHUA,NH,03063,722511,Corporation,Unanswered,Unanswered,Unanswered,,0,04/28/2020,"TD Bank, National Association",NH - 01
147325,CONCORD,NH,03301,561730,Partnership,Unanswered,Unanswered,Unanswered,,0,04/15/2020,"TD Bank, National Association",NH - 02
147307,BEDFORD,NH,03110,423990,Corporation,Unanswered,Unanswered,Unanswered,,13,04/13/2020,"TD Bank, National Association",NH - 01
147300,BEDFORD,NH,03110,442110,Corporation,Unanswered,Male Owned,Non-Veteran,,14,04/10/2020,Primary Bank,NH - 01
147300,PORTSMOUTH,NH,03801,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,30,04/29/2020,Bangor Savings Bank,NH - 01
147300,CONCORD,NH,03301,541110,Corporation,Unanswered,Male Owned,Non-Veteran,,12,04/16/2020,Bank of New Hampshire,NH - 02
147300,NEW IPSWICH,NH,03071,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/15/2020,Enterprise Bank and Trust Company,NH - 02
147273,BEDFORD,NH,03110,523930,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/28/2020,"TD Bank, National Association",NH - 01
147200,FRANCONIA,NH,03580,484220,Corporation,Unanswered,Unanswered,Unanswered,,15,04/14/2020,Bank of New Hampshire,NH - 02
147200,KEENE,NH,03431,423840,Corporation,Unanswered,Unanswered,Unanswered,,9,04/07/2020,Savings Bank of Walpole,NH - 02
147200,KEENE,NH,03431,621210,Corporation,Asian,Male Owned,Unanswered,,17,04/28/2020,Savings Bank of Walpole,NH - 02
147200,HUDSON,NH,03051,238990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",NH - 01
147100,LITTLETON,NH,03561,511199,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,13,04/06/2020,Woodsville Guaranty Savings Bank,NH - 02
147062,FARMINGTON,NH,03835,339999,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"TD Bank, National Association",NH - 01
147015,GREENLAND,NH,03840,238220,Corporation,Unanswered,Unanswered,Unanswered,,8,04/13/2020,"TD Bank, National Association",NH - 01
147000,CONWAY,NH,03818,561621,Corporation,Unanswered,Unanswered,Unanswered,,12,04/12/2020,"TD Bank, National Association",NH - 01
147000,NEW IPSWICH,NH,03071,236118,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,11,04/13/2020,"People's United Bank, National Association",NH - 02
147000,LONDONDERRY,NH,03053,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/13/2020,Northway Bank,NH - 01
147000,SALEM,NH,03079,722511,Corporation,Unanswered,Female Owned,Non-Veteran,,27,04/27/2020,Eastern Bank,NH - 02
146995,JAFFREY,NH,03452,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/10/2020,"TD Bank, National Association",NH - 02
146850.53,PORTSMOUTH,NH,03801,423910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,04/07/2020,Eastern Bank,NH - 01
146840,MANCHESTER,NH,03109,238210,Partnership,Unanswered,Unanswered,Unanswered,,0,04/15/2020,"TD Bank, National Association",NH - 01
146837,MANCHESTER,NH,03104,611610,Non-Profit Organization,Unanswered,Female Owned,Unanswered,Y,8,04/11/2020,Eastern Bank,NH - 01
146800,LACONIA,NH,03246,441320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/29/2020,Bank of New Hampshire,NH - 01
146800,MILFORD,NH,03055,541380,Corporation,Unanswered,Male Owned,Unanswered,,17,04/09/2020,Bangor Savings Bank,NH - 02
146800,WILTON,NH,03086,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,16,04/09/2020,Enterprise Bank and Trust Company,NH - 02
146750,PORTSMOUTH,NH,03801,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,04/09/2020,City National Bank of Florida,NH - 01
146710,MANCHESTER,NH,03102,621320,Partnership,Unanswered,Male Owned,Non-Veteran,,0,04/15/2020,"TD Bank, National Association",NH - 01
146700,HOLDERNESS,NH,03245,713930,Corporation,Unanswered,Female Owned,Non-Veteran,,21,04/07/2020,Meredith Village Savings Bank,NH - 01
146700,AUBURN,NH,03032,562991,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/08/2020,St. Mary's Bank,NH - 01
146690,PORTSMOUTH,NH,03801,238220,Corporation,Unanswered,Unanswered,Unanswered,,8,04/28/2020,Newburyport Five Cents Savings Bank,NH - 01
146627,AMHERST,NH,03031,423450,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"TD Bank, National Association",NH - 02
146600,LYME,NH,03768,721214,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/06/2020,Union Bank,NH - 02
146557,WINDHAM,NH,03087,722320,Corporation,Unanswered,Unanswered,Unanswered,,8,04/08/2020,Haverhill Bank,NH - 01
146500,CONCORD,NH,03301,339113,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,16,04/07/2020,Bank of New Hampshire,NH - 02
146480,DOVER,NH,03820,611710,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,04/12/2020,"TD Bank, National Association",NH - 01
146400,PLYMOUTH,NH,03264,621320,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,13,06/19/2020,Bank of New Hampshire,NH - 01
146352,MERRIMACK,NH,03054,488410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,04/28/2020,"People's United Bank, National Association",NH - 01
146300,PELHAM,NH,03076,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",NH - 02
146200,PORTSMOUTH,NH,03801,524210,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,,04/27/2020,"Citizens Bank, National Association",NH - 01
146200,WOLFEBORO,NH,03894,236115,Corporation,Unanswered,Unanswered,Unanswered,,16,04/06/2020,Meredith Village Savings Bank,NH - 01
146200,MANCHESTER,NH,03109,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/15/2020,"Citizens Bank, National Association",NH - 01
146190,PETERBOROUGH,NH,03458,423210,Corporation,White,Male Owned,Non-Veteran,,13,04/15/2020,"NBT Bank, National Association",NH - 02
146100,WEST LEBANON,NH,03784,484210,Subchapter S Corporation,White,Male Owned,Non-Veteran,,16,04/07/2020,Claremont Savings Bank,NH - 02
146100,DEERFIELD,NH,03037,238910,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,14,04/07/2020,Bangor Savings Bank,NH - 02
146100,PORTSMOUTH,NH,03801,541613,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",NH - 01
146000,HANOVER,NH,03755,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,25,04/09/2020,Mascoma Bank,NH - 02
145915,MERRIMACK,NH,03054,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22,05/03/2020,"Bank of America, National Association",NH - 01
145900,NORTH HAMPTON,NH,03862,541320,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,16,04/05/2020,Bangor Savings Bank,NH - 01
145857,SEABROOK,NH,03874,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,05/03/2020,"Bank of America, National Association",NH - 01
145814,MILFORD,NH,03055,448130,Corporation,Unanswered,Unanswered,Unanswered,,15,05/03/2020,"Bank of America, National Association",NH - 02
145800,HUDSON,NH,03051,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,39,04/10/2020,"People's United Bank, National Association",NH - 01
145800,MANCHESTER,NH,03104,541110,Corporation,Unanswered,Unanswered,Unanswered,,10,04/07/2020,The Millyard Bank,NH - 01
145700,MILFORD,NH,03055,442210,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,15,04/08/2020,Triangle CU,NH - 02
145552,PORTSMOUTH,NH,03801,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,04/08/2020,"TD Bank, National Association",NH - 01
145500,HAMPSTEAD,NH,03841,621111,Corporation,Unanswered,Male Owned,Veteran,,16,04/11/2020,Pentucket Bank,NH - 01
145500,NASHUA,NH,03063,441110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/05/2020,Kennebunk Savings Bank,NH - 01
145400,HAMPSTEAD,NH,03841,332911,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,0,04/28/2020,Enterprise Bank and Trust Company,NH - 01
145395,NASHUA,NH,03063,812910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,41,04/11/2020,Eastern Bank,NH - 01
145100,MOULTONBOROUGH,NH,03254,721214,Corporation,Unanswered,Unanswered,Unanswered,,7,04/08/2020,Meredith Village Savings Bank,NH - 01
145048,PLAISTOW,NH,03865,453998,Corporation,White,Male Owned,Unanswered,,12,04/27/2020,Northmark Bank,NH - 01
145000,NORTH CONWAY,NH,03860,722511,Corporation,White,Female Owned,Non-Veteran,,,04/16/2020,Union Bank,NH - 01
145000,PLAISTOW,NH,03865,442210,Corporation,White,Male Owned,Non-Veteran,,11,04/03/2020,Pentucket Bank,NH - 01
145000,ROLLINSFORD,NH,03869,238390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/09/2020,Kennebunk Savings Bank,NH - 01
144900,MEREDITH,NH,03253,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",NH - 01
144800,CONCORD,NH,03303,722511,Corporation,Unanswered,Unanswered,Unanswered,,,04/28/2020,"Citizens Bank, National Association",NH - 02
144800,NASHUA,NH,03060,621210,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,11,04/16/2020,The Millyard Bank,NH - 02
144786.58,NORTH HAMPTON,NH,03862,523999,Corporation,White,Female Owned,Non-Veteran,,6,04/07/2020,Eastern Bank,NH - 01
144785,LOUDON,NH,03307,111419,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/27/2020,"First Pioneer Farm Credit,  ACA",NH - 02
144600,AMHERST,NH,03031,812990,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,15,04/07/2020,Bangor Savings Bank,NH - 02
144600,NASHUA,NH,03064,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,27,04/28/2020,Enterprise Bank and Trust Company,NH - 02
144500,KEENE,NH,03431,811121,Corporation,White,Male Owned,Non-Veteran,,12,04/03/2020,Savings Bank of Walpole,NH - 02
144500,CONCORD,NH,03301,722511,Corporation,White,Male Owned,Non-Veteran,,31,04/07/2020,Bank of New Hampshire,NH - 02
144466,PORTSMOUTH,NH,03801,541513,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,9,04/09/2020,Eastern Bank,NH - 01
144400,WILMOT,NH,03287,444190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/05/2020,Ledyard National Bank,NH - 02
144400,PORTSMOUTH,NH,03801,541430,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,04/06/2020,Bangor Savings Bank,NH - 01
144400,MILFORD,NH,03055,611430,Corporation,Unanswered,Unanswered,Unanswered,,10,04/08/2020,"People's United Bank, National Association",NH - 02
144200,STRATHAM,NH,03885,722511,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,40,04/04/2020,Kennebunk Savings Bank,NH - 01
144167,SALEM,NH,03079,453220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,04/27/2020,"Academy Bank, National Association",NH - 02
144100,HUDSON,NH,03051,238310,Corporation,Unanswered,Unanswered,Unanswered,,30,04/28/2020,Triangle CU,NH - 01
144100,AMHERST,NH,03031,622310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,04/14/2020,Bangor Savings Bank,NH - 02
144100,NASHUA,NH,03060,621210,Corporation,Unanswered,Unanswered,Unanswered,,0,04/15/2020,Enterprise Bank and Trust Company,NH - 02
144058,ROCHESTER,NH,03867,722511,Corporation,Unanswered,Female Owned,Non-Veteran,,28,04/09/2020,Profile Bank,NH - 01
144000,GLEN,NH,03838,445110,Corporation,White,Male Owned,Unanswered,,36,04/03/2020,Partners Bank of New England,NH - 01
144000,BOW,NH,03304,238990,Corporation,White,Male Owned,Non-Veteran,,15,04/07/2020,Bar Harbor Bank & Trust,NH - 02
144000,BELMONT,NH,03220,453210,Corporation,Unanswered,Unanswered,Unanswered,,11,04/07/2020,Bank of New Hampshire,NH - 01
144000,NEWINGTON,NH,03801,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/09/2020,Northway Bank,NH - 01
143992,BARRINGTON,NH,03825,541110,Corporation,Unanswered,Unanswered,Unanswered,,6,04/14/2020,"TD Bank, National Association",NH - 01
143900,CLAREMONT,NH,03743,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,37,04/08/2020,Claremont Savings Bank,NH - 02
143900,MERRIMACK,NH,03054,444190,Corporation,White,Male Owned,Non-Veteran,,7,04/08/2020,"NBT Bank, National Association",NH - 01
143800,CONCORD,NH,03301,423420,Corporation,White,Female Owned,Non-Veteran,,10,04/03/2020,Merrimack County Savings Bank,NH - 02
143700,MANCHESTER,NH,03101,523930,Subchapter S Corporation,White,Male Owned,Non-Veteran,,12,04/28/2020,St. Mary's Bank,NH - 01
143615,CONCORD,NH,03301,524210,Corporation,White,Male Owned,Non-Veteran,,13,04/10/2020,Franklin Savings Bank,NH - 02
143600,NASHUA,NH,03063,453998,Subchapter S Corporation,White,Male Owned,Non-Veteran,,8,04/28/2020,Bangor Savings Bank,NH - 01
143600,RINDGE,NH,03461,561790,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,18,04/07/2020,Bar Harbor Bank & Trust,NH - 02
143500,RAYMOND,NH,03077,621210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,6,04/14/2020,Avidia Bank,NH - 01
143475,SALEM,NH,03079,,Corporation,Unanswered,Male Owned,Non-Veteran,,0,05/03/2020,"TD Bank, National Association",NH - 02
143410,ROCHESTER,NH,03867,321211,Corporation,White,Male Owned,Non-Veteran,,15,04/10/2020,First Seacoast Bank,NH - 01
143400,HUDSON,NH,03051,541214,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/13/2020,Enterprise Bank and Trust Company,NH - 01
143400,WINDHAM,NH,03087,541211,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,12,04/04/2020,Pentucket Bank,NH - 01
143400,HAMPSTEAD,NH,03841,332710,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",NH - 01
143400,NASHUA,NH,03063,713940,Corporation,Unanswered,Male Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",NH - 01
143400,DEERFIELD,NH,03037,621610,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,46,05/01/2020,Triangle CU,NH - 02
143302,NORTH CONWAY,NH,03860,621320,Partnership,Unanswered,Unanswered,Unanswered,,0,04/14/2020,"TD Bank, National Association",NH - 01
143100,SILVER LAKE,NH,03875,541618,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",NH - 01
143030,BEDFORD,NH,03110,561790,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,,22,04/13/2020,"TD Bank, National Association",NH - 01
143025,ALTON,NH,03809,484110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,9,04/15/2020,"TD Bank, National Association",NH - 01
143000,PORTSMOUTH,NH,03801,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",NH - 01
143000,STRATHAM,NH,03885,541940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/27/2020,Kennebunk Savings Bank,NH - 01
143000,STRATHAM,NH,03885,621111,Professional Association,White,Female Owned,Unanswered,,9,04/05/2020,"People's United Bank, National Association",NH - 01
143000,LEBANON,NH,03766,446199,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,10,04/07/2020,Bar Harbor Bank & Trust,NH - 02
143000,HOOKSETT,NH,03106,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/09/2020,Triangle CU,NH - 01
142982,BARRINGTON,NH,03825,238210,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"TD Bank, National Association",NH - 01
142982,ROCHESTER,NH,03867,541940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24,04/06/2020,Profile Bank,NH - 01
142700,BEDFORD,NH,03110,621210,Professional Association,Unanswered,Unanswered,Unanswered,,10,04/08/2020,Primary Bank,NH - 01
142700,BRENTWOOD,NH,03833,311511,Corporation,White,Male Owned,Non-Veteran,,14,04/09/2020,Primary Bank,NH - 01
142500,SANBORNVILLE,NH,03872,238140,Corporation,Unanswered,Male Owned,Non-Veteran,,18,04/07/2020,Profile Bank,NH - 01
142500,MANCHESTER,NH,03103,115115,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",NH - 01
142400,RAYMOND,NH,03077,441228,Corporation,White,Male Owned,Non-Veteran,,0,04/11/2020,Enterprise Bank and Trust Company,NH - 01
142400,NORTH HAMPTON,NH,03862,541310,Corporation,White,Male Owned,Non-Veteran,,10,04/13/2020,Partners Bank of New England,NH - 01
142400,NEW LONDON,NH,03257,445230,Corporation,Unanswered,Unanswered,Unanswered,,25,04/07/2020,Bar Harbor Bank & Trust,NH - 02
142387,MANCHESTER,NH,03109,541890,Corporation,Unanswered,Male Owned,Non-Veteran,,15,05/03/2020,"Bank of America, National Association",NH - 01
142382.5,MANCHESTER,NH,03101,813211,Trust,Unanswered,Unanswered,Unanswered,,11,04/12/2020,Bellwether Community CU,NH - 01
142333,LACONIA,NH,03246,531120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/03/2020,"TD Bank, National Association",NH - 01
142300,NASHUA,NH,03063,334118,Partnership,Unanswered,Female Owned,Non-Veteran,,16,04/10/2020,"People's United Bank, National Association",NH - 01
142282,AMHERST,NH,03031,454310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/15/2020,Eastern Bank,NH - 02
142254.2,ROCHESTER,NH,03868,711320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,04/10/2020,"People's United Bank, National Association",NH - 01
142240,BEDFORD,NH,03110,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/29/2020,First Bank of the Lake,NH - 01
142200,SEABROOK,NH,03874,332710,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,04/08/2020,"People's United Bank, National Association",NH - 01
142100,ATKINSON,NH,03811,484110,Subchapter S Corporation,White,Male Owned,Non-Veteran,,11,04/28/2020,Enterprise Bank and Trust Company,NH - 01
