LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
148900,HILO,HI,96720,238140,Corporation,Unanswered,Male Owned,Non-Veteran,,17,04/16/2020,First Hawaiian Bank,HI - 02
148900,KAHULUI,HI,96732,531390,Corporation,Unanswered,Unanswered,Unanswered,,0,05/07/2020,Central Pacific Bank,HI - 02
148900,AIEA,HI,96701,238110,Corporation,Unanswered,Unanswered,Unanswered,,13,04/09/2020,Central Pacific Bank,HI - 01
148722,HONOLULU,HI,96819,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,80,04/28/2020,First Hawaiian Bank,HI - 01
148700,HONOLULU,HI,96816,238350,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,04/09/2020,Central Pacific Bank,HI - 01
148600,HONOLULU,HI,96813,611610,Corporation,Unanswered,Unanswered,Unanswered,,42,04/04/2020,First Hawaiian Bank,HI - 01
148600,EWA BEACH,HI,96706,485999,Corporation,Unanswered,Unanswered,Unanswered,,17,04/06/2020,"American Savings Bank, FSB",HI - 01
148600,MOUNTAIN VIEW,HI,96771,424690,Corporation,Unanswered,Unanswered,Unanswered,,14,04/07/2020,"American Savings Bank, FSB",HI - 02
148595,AIEA,HI,96701,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI - 01
148500,LAHAINA,HI,96761,561520,Corporation,White,Male Owned,Non-Veteran,,13,04/15/2020,First Hawaiian Bank,HI - 02
148500,KAILUA,HI,96734,444190,Corporation,White,Male Owned,Non-Veteran,,10,04/04/2020,"American Savings Bank, FSB",HI - 02
148500,KAILUA,HI,96734,238210,Corporation,Unanswered,Unanswered,Unanswered,,16,04/14/2020,First Hawaiian Bank,HI - 02
148400,HONOLULU,HI,96814,446120,Corporation,Unanswered,Unanswered,Unanswered,,23,04/15/2020,First Hawaiian Bank,HI - 01
148400,HONOLULU,HI,96814,541211,Corporation,Unanswered,Unanswered,Unanswered,,7,04/07/2020,First Hawaiian Bank,HI - 01
148300,PEARL CITY,HI,96782,325199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,04/04/2020,Central Pacific Bank,HI - 01
148292,LAHAINA,HI,96761,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,05/07/2020,Bank of Hawaii,HI - 02
148200,KAPAA,HI,96746,561612,Corporation,Asian,Male Owned,Non-Veteran,,23,04/15/2020,Central Pacific Bank,HI - 02
148200,KAHULUI,HI,96732,441320,Subchapter S Corporation,Unanswered,Male Owned,Veteran,,15,04/30/2020,First Hawaiian Bank,HI - 02
148100,HONOLULU,HI,96814,722410,Corporation,Unanswered,Unanswered,Unanswered,,0,05/05/2020,Central Pacific Bank,HI - 01
148100,AIEA,HI,96701,236210,Corporation,Unanswered,Unanswered,Unanswered,,4,04/04/2020,"American Savings Bank, FSB",HI - 01
148000,KAHULUI,HI,96732,722513,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,28,04/03/2020,"American Savings Bank, FSB",HI - 02
148000,HONOLULU,HI,96814,541310,Corporation,Unanswered,Unanswered,Unanswered,,11,04/09/2020,Central Pacific Bank,HI - 01
147972.5,HONOLULU,HI,96826,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/28/2020,First Hawaiian Bank,HI - 01
147900,HONOLULU,HI,96826,541310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/05/2020,Central Pacific Bank,HI - 01
147800,HONOLULU,HI,96819,445210,Corporation,Unanswered,Unanswered,Unanswered,,17,04/06/2020,Central Pacific Bank,HI - 01
147800,WAILUKU,HI,96793,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,8,04/27/2020,First Hawaiian Bank,HI - 02
147700,HILO,HI,96720,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI - 02
147700,KAILUA KONA,HI,96740,561990,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,13,04/07/2020,"American Savings Bank, FSB",HI - 02
147500,LIHUE,HI,96766,423990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI - 02
147487,HONOLULU,HI,96813,213111,Corporation,Unanswered,Unanswered,Unanswered,,7,04/27/2020,First Hawaiian Bank,HI - 01
147400,HONOLULU,HI,96826,238990,Corporation,Unanswered,Male Owned,Non-Veteran,,0,04/30/2020,Central Pacific Bank,HI - 01
147312.5,LAHAINA,HI,96761,453920,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,04/30/2020,First Hawaiian Bank,HI - 02
147300,HONOLULU,HI,96813,811121,Corporation,Unanswered,Unanswered,Unanswered,,11,04/06/2020,First Hawaiian Bank,HI - 01
147117.5,LAHAINA,HI,96761,713990,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,12,04/27/2020,First Hawaiian Bank,HI - 02
147030,AIEA,HI,96701,326111,Corporation,Unanswered,Male Owned,Non-Veteran,,,04/11/2020,Bank of Hawaii,HI - 01
147000,HONOLULU,HI,96817,524292,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,20,04/28/2020,"TransPecos Banks, SSB.",HI - 01
146997.5,PUUNENE,HI,96784,238120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,05/01/2020,First Hawaiian Bank,HI - 02
146960,HONOLULU,HI,96813,541110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/28/2020,Bank of Hawaii,HI - 01
146800,HILO,HI,96720,624229,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,13,04/14/2020,First Hawaiian Bank,HI - 02
146675,LIHUE,HI,96766,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,19,04/29/2020,First Hawaiian Bank,HI - 02
146641,KAPAA,HI,96746,522390,Corporation,Unanswered,Unanswered,Unanswered,,25,05/03/2020,Cross River Bank,HI - 02
146600,HILO,HI,96720,722511,Corporation,Unanswered,Unanswered,Unanswered,,0,05/06/2020,Central Pacific Bank,HI - 02
146600,HONOLULU,HI,96826,561510,Corporation,Unanswered,Unanswered,Unanswered,,15,04/14/2020,First Hawaiian Bank,HI - 01
146500,KAILUA KONA,HI,96740,811121,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,Central Pacific Bank,HI - 02
146300,HONOLULU,HI,96819,541211,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,11,04/03/2020,"American Savings Bank, FSB",HI - 01
146300,HONOLULU,HI,96813,531312,Corporation,Unanswered,Unanswered,Unanswered,,12,04/14/2020,First Hawaiian Bank,HI - 01
146255,HONOLULU,HI,96817,561990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/30/2020,First Hawaiian Bank,HI - 01
146200,HONOLULU,HI,96819,238220,Limited  Liability Company(LLC),Asian,Male Owned,Veteran,,9,04/04/2020,Hawaii National Bank,HI - 01
146200,KAHULUI,HI,96732,812199,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,32,04/09/2020,"American Savings Bank, FSB",HI - 02
146100,HONOLULU,HI,96815,531312,Corporation,Unanswered,Unanswered,Unanswered,,21,04/10/2020,First Hawaiian Bank,HI - 01
146100,WAIPAHU,HI,96797,621111,Limited  Liability Company(LLC),Hispanic,Male Owned,Unanswered,,10,04/04/2020,"American Savings Bank, FSB",HI - 01
146077.5,HONOLULU,HI,96815,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,47,04/15/2020,First Hawaiian Bank,HI - 01
146000,WAIPAHU,HI,96797,423120,Corporation,Unanswered,Unanswered,Unanswered,,20,04/10/2020,First Hawaiian Bank,HI - 01
146000,KAILUA KONA,HI,96745,561320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,04/05/2020,Bank of Hawaii,HI - 02
146000,HONOLULU,HI,96813,621111,Corporation,Unanswered,Unanswered,Unanswered,,10,04/07/2020,"American Savings Bank, FSB",HI - 01
145905,HONOLULU,HI,96819,444190,Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI - 01
145900,HONOLULU,HI,96817,541310,Corporation,Unanswered,Unanswered,Unanswered,,9,04/08/2020,Central Pacific Bank,HI - 01
145830,KAUNAKAKAI,HI,96748,423440,Corporation,Unanswered,Unanswered,Unanswered,,,06/22/2020,Bank of Hawaii,HI - 02
145800,KULA,HI,96790,111998,Corporation,Black or African American,Female Owned,Non-Veteran,,12,04/10/2020,"American Savings Bank, FSB",HI - 02
145800,HONOLULU,HI,96814,517311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/09/2020,First Hawaiian Bank,HI - 01
145790,HONOLULU,HI,96823,238110,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,17,04/27/2020,First Hawaiian Bank,HI - 01
145700,HONOLULU,HI,96815,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/12/2020,Central Pacific Bank,HI - 01
145700,WAIPAHU,HI,96797,238210,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,14,05/08/2020,Hawaii National Bank,HI - 01
145635,HONOLULU,HI,96819,541690,Limited  Liability Company(LLC),Asian,Unanswered,Unanswered,,,04/14/2020,Bank of Hawaii,HI - 01
145595,KOLOA,HI,96756,487210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,25,04/30/2020,First Hawaiian Bank,HI - 02
145500,HILO,HI,96720,541310,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,8,04/06/2020,First Hawaiian Bank,HI - 02
145500,HONOLULU,HI,96816,621210,Corporation,Asian,Male Owned,Non-Veteran,,13,04/08/2020,"American Savings Bank, FSB",HI - 01
145300,HONOLULU,HI,96813,541910,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI - 01
145300,HONOLULU,HI,96817,236118,Corporation,Asian,Male Owned,Unanswered,,14,04/05/2020,"American Savings Bank, FSB",HI - 01
145200,KAHULUI,HI,96732,532299,Corporation,White,Unanswered,Unanswered,,18,04/04/2020,"American Savings Bank, FSB",HI - 02
145190,HONOLULU,HI,96817,424420,Corporation,Unanswered,Unanswered,Unanswered,,16,04/28/2020,First Hawaiian Bank,HI - 01
145098,HONOLULU,HI,96814,448310,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,Central Pacific Bank,HI - 01
145012.5,HONOLULU,HI,96814,561520,Corporation,Unanswered,Unanswered,Unanswered,,11,04/14/2020,First Hawaiian Bank,HI - 01
145010,HILO,HI,96720,451110,Corporation,Unanswered,Male Owned,Non-Veteran,,,04/15/2020,Bank of Hawaii,HI - 02
145000,LIHUE,HI,96766,621320,Corporation,Asian,Unanswered,Unanswered,,21,04/05/2020,Central Pacific Bank,HI - 02
145000,KEALAKEKUA,HI,96750,424490,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/05/2020,Central Pacific Bank,HI - 02
145000,HONOLULU,HI,96819,312112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI - 01
145000,KAILUA KONA,HI,96745,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank,HI - 02
144990,KAMUELA,HI,96743,484122,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,17,04/28/2020,First Hawaiian Bank,HI - 02
144930,HONOLULU,HI,96825,238110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI - 01
144900,HONOLULU,HI,96813,621111,Corporation,Asian,Male Owned,Non-Veteran,,12,04/09/2020,Ohana Pacific Bank,HI - 01
144900,HONOLULU,HI,96815,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,05/01/2020,"American Savings Bank, FSB",HI - 01
144872,HONOLULU,HI,96819,334511,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,6,05/04/2020,First Hawaiian Bank,HI - 01
144800,EWA BEACH,HI,96706,621210,Corporation,Unanswered,Unanswered,Unanswered,,10,04/07/2020,Central Pacific Bank,HI - 01
144705,KAILUA KONA,HI,96740,441228,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/11/2020,Bank of Hawaii,HI - 02
144600,WAILUKU,HI,96793,444190,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,15,04/11/2020,Central Pacific Bank,HI - 02
144600,LIHUE,HI,96766,238990,Corporation,Unanswered,Female Owned,Unanswered,,10,04/05/2020,"American Savings Bank, FSB",HI - 02
144500,WAIPAHU,HI,96797,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/04/2020,First Hawaiian Bank,HI - 01
144500,KIHEI,HI,96753,238340,Corporation,White,Male Owned,Non-Veteran,,13,04/08/2020,"American Savings Bank, FSB",HI - 02
144400,AIEA,HI,96701,337110,Corporation,Asian,Male Owned,Unanswered,,20,04/29/2020,Hawaii National Bank,HI - 01
144400,HONOLULU,HI,96814,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/05/2020,Central Pacific Bank,HI - 01
144400,HONOLULU,HI,96814,238330,Corporation,Asian,Unanswered,Unanswered,,14,04/07/2020,"American Savings Bank, FSB",HI - 01
144377.5,HONOLULU,HI,96815,448120,Corporation,Unanswered,Unanswered,Unanswered,,14,04/28/2020,First Hawaiian Bank,HI - 01
144300,KAILUA,HI,96734,443142,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI - 02
144300,MILILANI,HI,96789,238140,Corporation,Unanswered,Unanswered,Unanswered,,11,06/01/2020,"American Savings Bank, FSB",HI - 01
144285,KANEOHE,HI,96744,311991,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI - 02
144207,MILILANI,HI,96789,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,27,05/01/2020,First Hawaiian Bank,HI - 01
144165,HONOLULU,HI,96813,561312,Corporation,Unanswered,Unanswered,Unanswered,,,04/11/2020,Bank of Hawaii,HI - 01
144000,HONOLULU,HI,96825,722515,Corporation,Asian,Female Owned,Unanswered,,20,04/03/2020,"American Savings Bank, FSB",HI - 01
143887,HILO,HI,96720,722513,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,0,05/03/2020,Cross River Bank,HI - 02
143800,HONOLULU,HI,96819,423990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,04/05/2020,"American Savings Bank, FSB",HI - 01
143800,LAHAINA,HI,96761,442110,Corporation,Unanswered,Unanswered,Unanswered,,8,04/28/2020,First Hawaiian Bank,HI - 02
143732,HONOLULU,HI,96813,812310,Corporation,White,Female Owned,Non-Veteran,,,04/09/2020,Central Pacific Bank,HI - 01
143600,HONOLULU,HI,96813,314120,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,11,04/04/2020,"American Savings Bank, FSB",HI - 01
143600,HILO,HI,96720,238350,Corporation,Unanswered,Male Owned,Non-Veteran,,19,04/09/2020,Central Pacific Bank,HI - 02
143597.5,HONOLULU,HI,96813,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,04/14/2020,First Hawaiian Bank,HI - 01
143500,KAPOLEI,HI,96709,112111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/10/2020,Bank of Hawaii,HI - 02
143400,WAIKOLOA VILLAGE,HI,96738,238320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,04/12/2020,"American Savings Bank, FSB",HI - 02
143400,KAPOLEI,HI,96709,236116,Corporation,Unanswered,Male Owned,Non-Veteran,,14,04/12/2020,Central Pacific Bank,HI - 02
143400,WAIPAHU,HI,96797,238150,Corporation,Unanswered,Unanswered,Unanswered,,8,04/08/2020,Central Pacific Bank,HI - 01
143397,KAHULUI,HI,96732,334510,Corporation,Unanswered,Unanswered,Unanswered,,10,05/01/2020,First Hawaiian Bank,HI - 02
143300,HONOLULU,HI,96817,722511,Subchapter S Corporation,Hispanic,Male Owned,Non-Veteran,,34,04/09/2020,"American Savings Bank, FSB",HI - 01
143300,KAPOLEI,HI,96707,722511,Corporation,Asian,Male Owned,Unanswered,,25,04/05/2020,"American Savings Bank, FSB",HI - 01
143300,HONOLULU,HI,96814,621111,Corporation,Unanswered,Unanswered,Unanswered,,11,04/08/2020,"American Savings Bank, FSB",HI - 01
143282,HANALEI,HI,96714,722511,Corporation,Unanswered,Unanswered,Unanswered,,33,05/15/2020,Bank of Hawaii,HI - 02
143200,HONOLULU,HI,96817,722513,Corporation,Unanswered,Unanswered,Unanswered,,19,04/10/2020,Central Pacific Bank,HI - 01
143100,HONOLULU,HI,96813,541110,Corporation,Unanswered,Unanswered,Unanswered,,9,04/06/2020,"American Savings Bank, FSB",HI - 01
143020,KAMUELA,HI,96743,238910,Corporation,Unanswered,Unanswered,Unanswered,,,05/20/2020,Bank of Hawaii,HI - 02
143000,HONOLULU,HI,96817,333414,Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI - 01
143000,HALEIWA,HI,96712,236220,Corporation,Unanswered,Unanswered,Unanswered,,17,04/05/2020,"American Savings Bank, FSB",HI - 02
142900,PEARL CITY,HI,96782,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,29,04/14/2020,First Hawaiian Bank,HI - 01
142867.5,HONOLULU,HI,96817,112920,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,9,04/30/2020,First Hawaiian Bank,HI - 01
142800,KAILUA,HI,96734,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,04/03/2020,"American Savings Bank, FSB",HI - 02
142800,HONOLULU,HI,96814,236118,Corporation,Unanswered,Unanswered,Unanswered,,36,04/13/2020,First Hawaiian Bank,HI - 01
142700,PAIA,HI,96779,722511,Corporation,Unanswered,Unanswered,Unanswered,,24,04/06/2020,"American Savings Bank, FSB",HI - 02
142700,HONOLULU,HI,96813,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,04/06/2020,First Hawaiian Bank,HI - 01
142700,WAIPAHU,HI,96797,238220,Corporation,Unanswered,Unanswered,Unanswered,,9,04/09/2020,Central Pacific Bank,HI - 01
142660,KAPOLEI,HI,96707,238910,Corporation,Unanswered,Unanswered,Unanswered,,10,04/28/2020,First Hawaiian Bank,HI - 01
142600,KAUNAKAKAI,HI,96748,236220,Corporation,Unanswered,Unanswered,Unanswered,,18,05/01/2020,"American Savings Bank, FSB",HI - 02
142475,HILO,HI,96720,721110,Corporation,Unanswered,Unanswered,Unanswered,,18,04/16/2020,First Hawaiian Bank,HI - 02
142400,KAILUA-KONA,HI,96740,238210,Corporation,Unanswered,Unanswered,Unanswered,,0,05/05/2020,Central Pacific Bank,HI - 02
142350,WAIPAHU,HI,96797,332322,Corporation,Unanswered,Female Owned,Non-Veteran,,21,04/04/2020,"American Savings Bank, FSB",HI - 01
142255,WAILUKU,HI,96793,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,05/03/2020,First Hawaiian Bank,HI - 02
142245,HONOLULU,HI,96817,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,05/03/2020,Bank of Hawaii,HI - 01
142200,HONOLULU,HI,96813,722511,Corporation,Unanswered,Unanswered,Unanswered,,18,04/05/2020,"American Savings Bank, FSB",HI - 01
142200,HILO,HI,96720,522292,Corporation,Asian,Male Owned,Unanswered,,7,04/06/2020,"American Savings Bank, FSB",HI - 02
142147,HONOLULU,HI,96814,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/28/2020,First Hawaiian Bank,HI - 01
142100,LAHAINA,HI,96761,238910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/11/2020,"American Savings Bank, FSB",HI - 02
142100,AIEA,HI,96701,446191,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/06/2020,Central Pacific Bank,HI - 01
142100,HONOLULU,HI,96813,333921,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,8,04/07/2020,Central Pacific Bank,HI - 01
142065,HONOLULU,HI,96815,722511,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI - 01
142000,HOLUALOA,HI,96725,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/15/2020,First Hawaiian Bank,HI - 02
142000,HILO,HI,96720,441310,Corporation,Unanswered,Male Owned,Unanswered,,13,04/15/2020,First Hawaiian Bank,HI - 02
142000,HONOLULU,HI,96818,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI - 01
142000,HONOLULU,HI,96826,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,11,04/14/2020,Central Pacific Bank,HI - 01
141950,KAILUA KONA,HI,96745,487110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI - 02
141900,LAHAINA,HI,96761,713990,Corporation,Unanswered,Unanswered,Unanswered,,28,04/11/2020,First Hawaiian Bank,HI - 02
141900,VOLCANO,HI,96785,445120,Corporation,Unanswered,Unanswered,Unanswered,,28,04/07/2020,First Hawaiian Bank,HI - 02
141900,HONOLULU,HI,96813,813211,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,6,04/14/2020,Central Pacific Bank,HI - 01
141900,HONOLULU,HI,96817,236210,Corporation,Unanswered,Unanswered,Unanswered,,11,04/28/2020,First Hawaiian Bank,HI - 01
141885,KAILUA KONA,HI,96740,424130,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,,04/11/2020,Bank of Hawaii,HI - 02
141860,HONOLULU,HI,96819,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/10/2020,Bank of Hawaii,HI - 01
141805,HILO,HI,96720,621111,Corporation,Unanswered,Unanswered,Unanswered,,8,04/27/2020,Bank of Hawaii,HI - 02
141800,HONOLULU,HI,96822,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,04/10/2020,Central Pacific Bank,HI - 01
141700,HONOLULU,HI,96819,238340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,04/15/2020,Central Pacific Bank,HI - 01
141700,LIHUE,HI,96766,442210,Corporation,White,Female Owned,Non-Veteran,,9,04/05/2020,"American Savings Bank, FSB",HI - 02
141700,KAMUELA,HI,96743,721110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,04/15/2020,First Hawaiian Bank,HI - 02
141620,HILO,HI,96720,313310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,04/05/2020,"American Savings Bank, FSB",HI - 02
141600,HONOLULU,HI,96819,541330,Corporation,Unanswered,Unanswered,Unanswered,,9,04/06/2020,"American Savings Bank, FSB",HI - 01
141600,KAILUA,HI,96734,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/06/2020,"American Savings Bank, FSB",HI - 02
141500,WAIPAHU,HI,96797,238320,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,15,04/05/2020,"American Savings Bank, FSB",HI - 01
141500,LIHUE,HI,96766,561710,Corporation,Unanswered,Unanswered,Unanswered,,10,04/14/2020,Central Pacific Bank,HI - 02
141487.5,HONOLULU,HI,96816,561622,Corporation,Unanswered,Unanswered,Unanswered,,11,05/15/2020,First Hawaiian Bank,HI - 01
141475,MAKAWAO,HI,96768,713990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,04/28/2020,Bank of Hawaii,HI - 02
141300,KAILUA KONA,HI,96740,621111,Corporation,Asian,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank,HI - 02
141300,HONOLULU,HI,96817,238330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/05/2020,"American Savings Bank, FSB",HI - 01
141300,HILO,HI,96720,444220,Corporation,Unanswered,Unanswered,Unanswered,,24,04/30/2020,Umpqua Bank,HI - 02
141257.5,HONOLULU,HI,96814,523930,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,10,05/02/2020,First Hawaiian Bank,HI - 01
141200,MAKAWAO,HI,96768,712110,Corporation,Unanswered,Unanswered,Unanswered,,22,04/05/2020,"American Savings Bank, FSB",HI - 02
141107,HONOLULU,HI,96813,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,05/29/2020,Bank of Hawaii,HI - 01
