LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
145500,FARGO,ND,58103,722511,Subchapter S Corporation,White,Female Owned,Non-Veteran,,36,04/27/2020,Ramsey National Bank,ND - 00
145500,BISMARCK,ND,58501,238290,Corporation,Unanswered,Unanswered,Unanswered,,16,04/07/2020,"Dakota Community Bank & Trust, National Association",ND - 00
145300,STANLEY,ND,58784,333992,Corporation,White,Male Owned,Non-Veteran,,6,04/03/2020,United Community Bank of North Dakota,ND - 00
145300,GRAFTON,ND,58237,111211,Corporation,Unanswered,Unanswered,Unanswered,,12,04/08/2020,Choice Financial Group,ND - 00
145295,WATFORD CITY,ND,58854,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,04/15/2020,First Interstate Bank,ND - 00
145285,FARGO,ND,58102,238220,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,9,05/03/2020,"U.S. Bank, National Association",ND - 00
145200,FARGO,ND,58103,492110,Corporation,White,Male Owned,Non-Veteran,,19,04/11/2020,Bell Bank,ND - 00
145200,GRAND FORKS,ND,58203,238220,Corporation,Unanswered,Male Owned,Unanswered,,26,04/13/2020,First State Bank,ND - 00
145100,WILLISTON,ND,58801,213112,Subchapter S Corporation,White,Male Owned,Non-Veteran,,9,04/07/2020,Stockman Bank of Montana,ND - 00
145100,MINOT,ND,58703,713290,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,51,04/08/2020,First Western Bank & Trust,ND - 00
145000,BISMARCK,ND,58504,448310,Corporation,White,Male Owned,Unanswered,,10,04/03/2020,Kirkwood Bank & Trust Co,ND - 00
145000,FARGO,ND,58103,236220,Corporation,White,Male Owned,Non-Veteran,,16,04/03/2020,VISIONBank,ND - 00
145000,HOOPLE,ND,58243,111211,Partnership,White,Male Owned,Unanswered,,27,04/08/2020,First United Bank,ND - 00
144700,MANDAN,ND,58554,621320,Corporation,White,Male Owned,Non-Veteran,,24,04/03/2020,BlackRidgeBANK,ND - 00
144700,DEVILS LAKE,ND,58301,721110,Subchapter S Corporation,White,Female Owned,Non-Veteran,,27,04/03/2020,Ramsey National Bank,ND - 00
144500,FARGO,ND,58103,811198,Corporation,Unanswered,Unanswered,Unanswered,,11,04/05/2020,Bell Bank,ND - 00
144500,FARGO,ND,58102,561920,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,24,04/14/2020,Choice Financial Group,ND - 00
144400,JAMESTOWN,ND,58401,722513,Subchapter S Corporation,White,Male Owned,Unanswered,,20,04/04/2020,Unison Bank,ND - 00
144397,MAKOTI,ND,58756,237120,Corporation,Unanswered,Unanswered,Unanswered,,,05/01/2020,Bank of the West,ND - 00
144300,GRAND FORKS,ND,58208,238110,Corporation,White,Male Owned,Non-Veteran,,12,04/04/2020,"Bremer Bank, National Association",ND - 00
144000,FARGO,ND,58104,722410,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,23,04/03/2020,Starion Bank,ND - 00
143800,PORTLAND,ND,58274,454310,Cooperative,Unanswered,Unanswered,Unanswered,,26,04/06/2020,First State Bank,ND - 00
143727,ELLENDALE,ND,58436,112111,Corporation,Unanswered,Unanswered,Unanswered,,,04/14/2020,Great Western Bank,ND - 00
143700,FARGO,ND,58102,423730,Corporation,White,Male Owned,Non-Veteran,,8,04/06/2020,Cornerstone Bank,ND - 00
143600,WILLISTON,ND,58801,621210,Corporation,White,Male Owned,Non-Veteran,,14,04/04/2020,Choice Financial Group,ND - 00
143510,FARGO,ND,58104,441228,Corporation,Unanswered,Unanswered,Unanswered,,0,04/15/2020,"Associated Bank, National Association",ND - 00
143500,FARGO,ND,58104,621210,Corporation,Unanswered,Male Owned,Unanswered,,12,04/04/2020,Bank Forward,ND - 00
143500,FARGO,ND,58102,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,04/05/2020,Bell Bank,ND - 00
143500,FARGO,ND,58103,541110,Partnership,Unanswered,Unanswered,Unanswered,,5,04/08/2020,Bell Bank,ND - 00
143500,BISMARCK,ND,58501,722511,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,31,04/09/2020,BNC National Bank,ND - 00
143474,MOTT,ND,58646,812112,Corporation,Unanswered,Male Owned,Non-Veteran,,0,05/15/2020,"Wells Fargo Bank, National Association",ND - 00
143420,HAZELTON,ND,58544,111110,Corporation,Unanswered,Unanswered,Unanswered,,12,04/05/2020,Bank of Hazelton,ND - 00
143330,GRAND FORKS,ND,58201,541110,Corporation,Unanswered,Unanswered,Unanswered,,14,04/15/2020,United Valley Bank,ND - 00
143300,FORT YATES,ND,58538,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,19,04/10/2020,"Dakota Community Bank & Trust, National Association",ND - 00
143300,GLADSTONE,ND,58630,561612,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,38,04/03/2020,"Dakota Community Bank & Trust, National Association",ND - 00
143300,MANDAREE,ND,58757,213112,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,8,04/27/2020,First International Bank & Trust,ND - 00
143217.5,JUD,ND,58454,339999,Corporation,White,Male Owned,Unanswered,,17,04/08/2020,Security First Bank of North Dakota,ND - 00
143200,DICKINSON,ND,58601,722511,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,24,04/03/2020,Cornerstone Bank,ND - 00
143200,MINOT,ND,58703,621340,Corporation,White,Female Owned,Non-Veteran,,12,04/04/2020,First International Bank & Trust,ND - 00
143200,DEVILS LAKE,ND,58301,722511,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,21,04/07/2020,Western State Bank,ND - 00
143100,FARGO,ND,58102,236220,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,10,04/05/2020,Town and Country CU,ND - 00
143000,BISMARCK,ND,58501,541110,Partnership,White,Male Owned,Non-Veteran,,10,04/03/2020,"Dakota Community Bank & Trust, National Association",ND - 00
142856,FARGO,ND,58103,339920,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,40,04/30/2020,Bank of the West,ND - 00
142700,GRAND FORKS,ND,58201,812210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,04/09/2020,"Alerus Financial, National Association",ND - 00
142500,GRAND FORKS,ND,58203,238160,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,24,04/03/2020,Cornerstone Bank,ND - 00
142500,MINOT,ND,58703,541612,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,26,04/05/2020,First International Bank & Trust,ND - 00
142500,FARGO,ND,58104,484230,Corporation,Unanswered,Male Owned,Non-Veteran,,10,04/06/2020,Bell Bank,ND - 00
142500,ROLLA,ND,58367,621999,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9,04/14/2020,Dacotah Bank,ND - 00
142500,VALLEY CITY,ND,58072,623311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22,04/28/2020,Dacotah Bank,ND - 00
142440,BOTTINEAU,ND,58318,441110,Corporation,Unanswered,Male Owned,Non-Veteran,,13,04/13/2020,Peoples State Bank,ND - 00
142400,DICKINSON,ND,58601,213112,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,10,04/04/2020,Cornerstone Bank,ND - 00
142400,MINOT,ND,58701,236117,Corporation,White,Male Owned,Non-Veteran,,8,04/05/2020,First International Bank & Trust,ND - 00
142400,LARIMORE,ND,58251,484110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,04/06/2020,"Bremer Bank, National Association",ND - 00
142013,PARSHALL,ND,58770,236117,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,05/18/2020,Gate City Bank,ND - 00
142010,GRAND FORKS,ND,58201,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/07/2020,Bank Forward,ND - 00
142000,BISMARCK,ND,58501,541611,Corporation,Unanswered,Male Owned,Unanswered,,17,04/14/2020,Cornerstone Bank,ND - 00
142000,HORACE,ND,58047,238910,Corporation,Unanswered,Unanswered,Unanswered,,13,04/07/2020,Bell Bank,ND - 00
142000,SELFRIDGE,ND,58568,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/09/2020,BNC National Bank,ND - 00
141996,GRAND FORKS,ND,58203,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,05/03/2020,"U.S. Bank, National Association",ND - 00
141700,WILLISTON,ND,58801,447110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,04/08/2020,First State Bank & Trust,ND - 00
141600,WEST FARGO,ND,58078,441120,Corporation,Unanswered,Male Owned,Unanswered,,13,04/03/2020,First International Bank & Trust,ND - 00
141600,WEST FARGO,ND,58078,624410,Non-Profit Childcare Center,White,Female Owned,Unanswered,Y,35,04/07/2020,BlackRidgeBANK,ND - 00
141600,MINOT,ND,58701,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,41,04/15/2020,First International Bank & Trust,ND - 00
141500,BISMARCK,ND,58501,441120,Subchapter S Corporation,White,Unanswered,Unanswered,,12,04/05/2020,BNC National Bank,ND - 00
141340,FARGO,ND,58102,926110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,15,04/06/2020,Bell Bank,ND - 00
141200,DICKINSON,ND,58602,484220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/10/2020,Dacotah Bank,ND - 00
141200,FARGO,ND,58103,238990,Corporation,Unanswered,Male Owned,Non-Veteran,,12,04/11/2020,"Alerus Financial, National Association",ND - 00
141200,GRAND FORKS,ND,58201,551114,Limited  Liability Company(LLC),White,Unanswered,Non-Veteran,,6,04/04/2020,"Bremer Bank, National Association",ND - 00
141100,FARGO,ND,58103,624410,Subchapter S Corporation,White,Male Owned,Non-Veteran,,29,04/15/2020,VISIONBank,ND - 00
141000,DICKINSON,ND,58601,722511,Subchapter S Corporation,White,Male Owned,Non-Veteran,,31,04/03/2020,Cornerstone Bank,ND - 00
140900,BISMARCK,ND,58501,337110,Corporation,Unanswered,Unanswered,Unanswered,,15,04/27/2020,Cornerstone Bank,ND - 00
140900,FARGO,ND,58103,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,04/08/2020,American Federal Bank,ND - 00
140800,MINOT,ND,58701,621210,Corporation,Unanswered,Unanswered,Unanswered,,11,04/05/2020,"Bremer Bank, National Association",ND - 00
140700,WATFORD CITY,ND,58854,811310,Corporation,Unanswered,Unanswered,Unanswered,,8,04/03/2020,Cornerstone Bank,ND - 00
140556,TOWNER,ND,58788,111219,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,04/27/2020,United Valley Bank,ND - 00
140504,BISMARCK,ND,58504,624410,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,0,04/11/2020,Gate City Bank,ND - 00
140500,SAINT ANTHONY,ND,58566,112111,Sole Proprietorship,White,Male Owned,Unanswered,,5,04/03/2020,Starion Bank,ND - 00
140500,STEELE,ND,58482,623312,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,33,04/28/2020,Choice Financial Group,ND - 00
140400,EMERADO,ND,58228,212321,Corporation,White,Male Owned,Veteran,,13,04/15/2020,Choice Financial Group,ND - 00
140200,MINOT,ND,58701,238210,Corporation,American Indian or Alaska Native,Male Owned,Non-Veteran,,16,04/04/2020,First International Bank & Trust,ND - 00
140200,LANGDON,ND,58249,236220,Corporation,Unanswered,Unanswered,Unanswered,,19,04/08/2020,Choice Financial Group,ND - 00
140180,LAKOTA,ND,58344,112120,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,20,04/08/2020,Farmers & Merchants Bank of North Dakota,ND - 00
140087.25,FARGO,ND,58104,531120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,04/15/2020,"U.S. Bank, National Association",ND - 00
140057,WYNDMERE,ND,58081,333515,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,04/09/2020,Lincoln State Bank,ND - 00
139913,WEST FARGO,ND,58078,236210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/16/2020,Gate City Bank,ND - 00
139900,WYNDMERE,ND,58081,238210,Corporation,Unanswered,Unanswered,Unanswered,,12,04/13/2020,Bell Bank,ND - 00
139900,WEST FARGO,ND,58078,624110,Corporation,White,Unanswered,Unanswered,,25,04/08/2020,VISIONBank,ND - 00
139800,BISMARCK,ND,58504,323111,Corporation,Unanswered,Unanswered,Unanswered,,16,04/15/2020,BNC National Bank,ND - 00
139625,WEST FARGO,ND,58078,238350,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,17,04/07/2020,Cornerstone Bank,ND - 00
139537,FAIRMOUNT,ND,58030,111150,Partnership,Unanswered,Unanswered,Unanswered,,27,04/15/2020,Peoples State Bank,ND - 07
139400,WILLISTON,ND,58802,813211,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,21,04/15/2020,American State Bank & Trust Company of Williston,ND - 00
139300,MANDAN,ND,58554,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,27,04/06/2020,Security First Bank of North Dakota,ND - 00
139300,DICKINSON,ND,58601,722511,Corporation,White,Male Owned,Unanswered,,28,04/08/2020,"Dakota Community Bank & Trust, National Association",ND - 00
139000,FARGO,ND,58103,621340,Corporation,Unanswered,Female Owned,Unanswered,,17,04/03/2020,First International Bank & Trust,ND - 00
139000,FARGO,ND,58102,331523,Corporation,White,Male Owned,Unanswered,,15,04/06/2020,Cornerstone Bank,ND - 00
138900,WEST FARGO,ND,58078,561110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,20,04/05/2020,Western State Bank,ND - 00
138833,JAMESTOWN,ND,58401,111150,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/19/2020,"Wells Fargo Bank, National Association",ND - 00
138700,DICKINSON,ND,58601,323111,Corporation,White,Male Owned,Unanswered,,10,04/04/2020,"Dakota Community Bank & Trust, National Association",ND - 00
138700,BISMARCK,ND,58501,812112,Subchapter S Corporation,White,Female Owned,Non-Veteran,,20,04/07/2020,Choice Financial Group,ND - 00
138700,CROSBY,ND,58730,445110,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,25,04/08/2020,Cornerstone Bank,ND - 00
138654,BISMARCK,ND,58502,531320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/14/2020,Gate City Bank,ND - 00
138600,FARGO,ND,58103,722511,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,87,04/04/2020,First International Bank & Trust,ND - 00
138500,JAMESTOWN,ND,58401,623312,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,22,04/10/2020,Unison Bank,ND - 00
138422,GRAFTON,ND,58237,111211,Corporation,Unanswered,Unanswered,Unanswered,,11,04/27/2020,"Bremer Bank, National Association",ND - 00
138400,GRAND FORKS,ND,58201,621210,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,10,04/27/2020,First International Bank & Trust,ND - 00
138400,WILLISTON,ND,58801,484220,Subchapter S Corporation,White,Male Owned,Unanswered,,10,04/03/2020,American State Bank & Trust Company of Williston,ND - 00
138300,FARGO,ND,58103,453998,Corporation,Unanswered,Unanswered,Unanswered,,10,04/10/2020,Union State Bank of Fargo,ND - 00
138300,FARGO,ND,58102,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/10/2020,Starion Bank,ND - 00
138300,MINOT,ND,58701,722511,Corporation,White,Male Owned,Non-Veteran,,34,04/03/2020,United Community Bank of North Dakota,ND - 00
138066,BISMARCK,ND,58501,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,04/15/2020,"U.S. Bank, National Association",ND - 00
138000,MANDAN,ND,58554,713940,Non-Profit Organization,White,Male Owned,Non-Veteran,Y,88,04/03/2020,Starion Bank,ND - 00
138000,EMERADO,ND,58228,238210,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,8,04/04/2020,Bank Forward,ND - 00
138000,GRAND FORKS,ND,58201,531210,Corporation,White,Male Owned,Unanswered,,10,04/07/2020,Choice Financial Group,ND - 00
137995,GRAND FORKS,ND,58201,813110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,12,04/15/2020,United Valley Bank,ND - 00
137965,FARGO,ND,58103,524298,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/09/2020,Great Western Bank,ND - 00
137800,BISMARCK,ND,58501,238310,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,13,04/04/2020,"Dakota Community Bank & Trust, National Association",ND - 00
137700,FARGO,ND,58102,238990,Corporation,White,Male Owned,Non-Veteran,,11,04/03/2020,Aspire Bank,ND - 00
137700,BISMARCK,ND,58501,541940,Corporation,Unanswered,Male Owned,Unanswered,,15,04/06/2020,"Dakota Community Bank & Trust, National Association",ND - 00
137600,VALLEY CITY,ND,58072,111110,Partnership,Unanswered,Male Owned,Unanswered,,10,04/15/2020,Bank Forward,ND - 00
137500,HAZEN,ND,58545,424710,Cooperative,Unanswered,Male Owned,Unanswered,,25,04/10/2020,Union State Bank of Hazen,ND - 00
137500,BISMARCK,ND,58504,713940,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,19,04/05/2020,American Bank Center,ND - 00
137500,BISMARCK,ND,58503,722511,Corporation,Unanswered,Unanswered,Unanswered,,16,04/05/2020,Choice Financial Group,ND - 00
137400,BISMARCK,ND,58504,721110,Subchapter S Corporation,White,Male Owned,Unanswered,,15,04/15/2020,Starion Bank,ND - 00
137302,GRAND FORKS,ND,58203,237310,Corporation,Unanswered,Unanswered,Unanswered,,20,04/15/2020,Frandsen Bank & Trust,ND - 00
137300,WEST FARGO,ND,58078,484220,Corporation,Unanswered,Unanswered,Unanswered,,8,04/10/2020,Western State Bank,ND - 00
137300,FARGO,ND,58104,621210,Corporation,Unanswered,Male Owned,Non-Veteran,,13,04/27/2020,Bell Bank,ND - 00
137100,RUGBY,ND,58368,444190,Corporation,Hispanic,Female Owned,Non-Veteran,,9,04/04/2020,First International Bank & Trust,ND - 00
137000,FARGO,ND,58104,722511,Corporation,White,Male Owned,Non-Veteran,,41,04/03/2020,Starion Bank,ND - 00
137000,DICKINSON,ND,58601,811212,Limited Liability Partnership,White,Male Owned,Unanswered,,11,04/03/2020,Kirkwood Bank & Trust Co,ND - 00
137000,DICKINSON,ND,58601,532412,Subchapter S Corporation,White,Male Owned,Veteran,,7,04/03/2020,BlackRidgeBANK,ND - 00
136600,HARVEY,ND,58341,212321,Corporation,White,Male Owned,Non-Veteran,,15,04/13/2020,Dakota Heritage Bank,ND - 00
136400,ASHLEY,ND,58413,541940,Corporation,Unanswered,Unanswered,Unanswered,,11,04/05/2020,McIntosh County Bank,ND - 00
136400,MANDAN,ND,58554,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,26,04/27/2020,Starion Bank,ND - 00
136200,FARGO,ND,58102,541613,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,14,04/04/2020,Union State Bank of Fargo,ND - 00
136117,GRAND FORKS,ND,58201,811111,Corporation,Unanswered,Unanswered,Unanswered,,8,04/09/2020,Frandsen Bank & Trust,ND - 00
136100,WILLISTON,ND,58801,238910,Corporation,White,Male Owned,Unanswered,,12,04/03/2020,American State Bank & Trust Company of Williston,ND - 00
136100,FARGO,ND,58104,811111,Subchapter S Corporation,White,Unanswered,Unanswered,,9,04/04/2020,American Federal Bank,ND - 00
