LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
148500,WASHINGTON,DC,20006,813311,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8,06/04/2020,"Newtek Small Business Finance, Inc.",DC - 00
148400,WASHINGTON,DC,20005,722513,Limited  Liability Company(LLC),Asian,Female Owned,Unanswered,,18,05/15/2020,"Premier Bank, Inc.",DC - 00
148275,WASHINGTON,DC,20002,488999,Corporation,Unanswered,Unanswered,Unanswered,,33,05/03/2020,"Bank of America, National Association",DC - 00
148237,WASHINGTON,DC,20009,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,10,04/27/2020,Self-Help FCU,DC - 00
148100,WASHINGTON,DC,20009,541690,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9,04/28/2020,"PNC Bank, National Association",DC - 00
148063,WASHINGTON,DC,20005,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,04/15/2020,Stearns Bank National Association,DC - 00
148041.25,WASHINGTON,DC,20005,541618,Corporation,Unanswered,Unanswered,Unanswered,,9,04/06/2020,Old Dominion National Bank,DC - 00
148037,WASHINGTON,DC,20037,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,12,05/03/2020,"Bank of America, National Association",DC - 00
147927,WASHINGTON,DC,20015,621210,Corporation,Unanswered,Unanswered,Unanswered,,10,04/13/2020,The National Capital Bank of Washington,DC - 00
147917,WASHINGTON,DC,20037,485320,Corporation,Unanswered,Male Owned,Non-Veteran,,10,04/15/2020,Manufacturers and Traders Trust Company,DC - 00
147862,WASHINGTON,DC,20032,624110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,21,04/15/2020,Industrial Bank,DC - 00
147862,WASHINGTON,DC,20004,813211,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,13,04/28/2020,City National Bank,DC - 00
147801,WASHINGTON,DC,20003,561431,Corporation,Unanswered,Unanswered,Unanswered,,23,05/03/2020,"Bank of America, National Association",DC - 00
147682,WASHINGTON,DC,20001,611699,Non-Profit Organization,White,Female Owned,Non-Veteran,Y,8,04/28/2020,"First Western SBLC, Inc",DC - 00
147600,WASHINGTON,DC,20007,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9,04/14/2020,"PNC Bank, National Association",DC - 00
147506,WASHINGTON,DC,20036,813319,Corporation,Unanswered,Unanswered,Unanswered,,8,04/27/2020,Congressional Bank,DC - 00
147492,WASHINGTON,DC,20002,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,06/16/2020,EagleBank,DC - 00
147487,WASHINGTON,DC,20006,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/09/2020,"TD Bank, National Association",DC - 00
147395,WASHINGTON,DC,20020,541512,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",DC - 00
147300,WASHINGTON,DC,20008,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,04/28/2020,Meridian Bank,DC - 00
147230,WASHINGTON,DC,20009,445210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31,04/30/2020,EagleBank,DC - 00
147100,WASHINGTON,DC,20037,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/16/2020,"PNC Bank, National Association",DC - 00
147100,WASHINGTON,DC,20009,522292,Non-Profit Organization,Unanswered,Male Owned,Non-Veteran,Y,5,04/28/2020,"PNC Bank, National Association",DC - 00
147000,WASHINGTON,DC,20002,713940,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,0,04/06/2020,The First Bank and Trust Company,DC - 00
146873,WASHINGTON,DC,20016,713990,Limited Liability Partnership,Unanswered,Male Owned,Non-Veteran,,33,05/03/2020,"Bank of America, National Association",DC - 00
146846,WASHINGTON,DC,20009,541110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8,05/07/2020,"Bank of America, National Association",DC - 00
146800,WASHINGTON,DC,20002,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33,05/03/2020,"PNC Bank, National Association",DC - 00
146800,WASHINGTON,DC,20036,813940,Corporation,Unanswered,Unanswered,Unanswered,,8,04/09/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
146727.98,WASHINGTON,DC,20009,541611,Corporation,Unanswered,Male Owned,Unanswered,,5,04/30/2020,Congressional Bank,DC - 00
146700,WASHINGTON,DC,20001,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,22,05/03/2020,"PNC Bank, National Association",DC - 00
146700,WASHINGTON,DC,20003,541330,Corporation,White,Male Owned,Unanswered,,9,04/09/2020,Manufacturers and Traders Trust Company,DC - 00
146667,WASHINGTON,DC,20006,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,06/30/2020,Small Business Bank,DC - 00
146637,WASHINGTON,DC,20009,541620,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,7,04/11/2020,Cross River Bank,DC - 00
146619,WASHINGTON,DC,20036,999990,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,05/03/2020,"Wells Fargo Bank, National Association",DC - 00
146600,WASHINGTON,DC,20005,711320,Corporation,Unanswered,Unanswered,Unanswered,,8,04/29/2020,FinWise Bank,DC - 00
146300,WASHINGTON,DC,20002,621399,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,18,05/03/2020,"PNC Bank, National Association",DC - 00
146277,WASHINGTON,DC,20003,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/15/2020,The National Capital Bank of Washington,DC - 00
145832,WASHINGTON,DC,20004,541512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/06/2020,Celtic Bank Corporation,DC - 00
145800,WASHINGTON,DC,20005,813940,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,11,04/27/2020,United Bank,DC - 00
145700,WASHINGTON,DC,20037,621111,Corporation,Unanswered,Unanswered,Unanswered,,8,04/06/2020,United Bank,DC - 00
145520,WASHINGTON,DC,20008,447190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,04/28/2020,Sandy Spring Bank,DC - 00
145500,WASHINGTON,DC,20007,541410,Corporation,Unanswered,Unanswered,Unanswered,,10,04/09/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
145400,WASHINGTON,DC,20036,519130,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/27/2020,"PNC Bank, National Association",DC - 00
145327,WASHINGTON,DC,20002,813319,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9,04/27/2020,Self-Help FCU,DC - 00
145300,WASHINGTON,DC,20032,722513,Corporation,Unanswered,Male Owned,Non-Veteran,,0,04/28/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
145000,WASHINGTON,DC,20009,813311,Corporation,Unanswered,Unanswered,Unanswered,,,05/05/2020,Radius Bank,DC - 00
145000,WASHINGTON,DC,20003,541820,Corporation,Unanswered,Male Owned,Unanswered,,9,04/12/2020,"Texas Citizens Bank, National Association",DC - 00
145000,WASHINGTON,DC,20005,524291,Corporation,Unanswered,Unanswered,Unanswered,,4,04/14/2020,First Republic Bank,DC - 00
144954.13,WASHINGTON,DC,20016,624410,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,21,04/27/2020,Congressional Bank,DC - 00
144900,WASHINGTON,DC,20006,541511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,04/28/2020,United Bank,DC - 00
144900,WASHINGTON,DC,20003,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/14/2020,First United Bank and Trust Company,DC - 00
144742.5,WASHINGTON,DC,20010,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22,04/28/2020,"Fulton Bank, National Association",DC - 00
144740,WASHINGTON,DC,20015,445110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,46,04/13/2020,"TD Bank, National Association",DC - 00
144680,WASHINGTON,DC,20036,541320,Corporation,Unanswered,Unanswered,Unanswered,,7,04/14/2020,"HSBC Bank USA, National Association",DC - 00
144462,WASHINGTON,DC,20003,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,32,04/06/2020,The National Capital Bank of Washington,DC - 00
144300,WASHINGTON,DC,20009,722511,Corporation,Unanswered,Unanswered,Unanswered,,0,04/28/2020,Bank of Clarke County,DC - 00
144300,WASHINGTON,DC,20016,561990,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9,05/03/2020,"PNC Bank, National Association",DC - 00
144257,WASHINGTON,DC,20001,813910,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,05/03/2020,"Wells Fargo Bank, National Association",DC - 00
144200,WASHINGTON,DC,20018,485310,Corporation,Unanswered,Unanswered,Unanswered,,28,04/12/2020,Manufacturers and Traders Trust Company,DC - 00
144035,WASHINGTON,DC,20005,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8,05/03/2020,"Bank of America, National Association",DC - 00
143900,WASHINGTON,DC,20003,541611,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9,04/28/2020,"Summit Community Bank, Inc.",DC - 00
143700,WASHINGTON,DC,20001,722410,Corporation,Unanswered,Unanswered,Unanswered,,25,04/06/2020,United Bank,DC - 00
143691.44,WASHINGTON,DC,20016,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,37,04/27/2020,Congressional Bank,DC - 00
143600,WASHINGTON,DC,20006,541512,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,04/13/2020,"Zions Bank, A Division of",DC - 00
143550,WASHINGTON,DC,20003,624410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,15,04/08/2020,The National Capital Bank of Washington,DC - 00
143500,WASHINGTON,DC,20003,541320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,05/03/2020,"PNC Bank, National Association",DC - 00
143412,WASHINGTON,DC,20001,813910,Professional Association,Unanswered,Unanswered,Unanswered,,10,04/30/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
143300,WASHINGTON,DC,20004,722511,Corporation,Unanswered,Female Owned,Non-Veteran,,16,04/27/2020,Atlantic Union Bank,DC - 00
143200,WASHINGTON,DC,20020,541511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,05/03/2020,"PNC Bank, National Association",DC - 00
143147,WASHINGTON,DC,20009,541512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,05/01/2020,"Bank of America, National Association",DC - 00
143120,WASHINGTON,DC,20003,541611,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/29/2020,"Capital One, National Association",DC - 00
143114,WASHINGTON,DC,20036,813319,Corporation,Unanswered,Unanswered,Unanswered,,8,04/27/2020,Congressional Bank,DC - 00
143100,WASHINGTON,DC,20007,541320,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,9,04/15/2020,Manufacturers and Traders Trust Company,DC - 00
143100,WASHINGTON,DC,20005,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,11,05/03/2020,"Newtek Small Business Finance, Inc.",DC - 00
143090,DC,DC,20036,722310,Corporation,Unanswered,Unanswered,Unanswered,,20,04/29/2020,WebBank,DC - 00
143000,WASHINGTON,DC,20018,541511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/29/2020,"Capital One, National Association",DC - 00
142999,WASHINGTON,DC,20007,812112,Corporation,Unanswered,Unanswered,Unanswered,,11,05/01/2020,"Bank of America, National Association",DC - 00
142917,WASHINGTON,DC,20007,,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",DC - 00
142850,WASHIGNTON,DC,20002,551111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,06/26/2020,MBE Capital Partners,DC - 00
142800,WASHINGTON,DC,20005,813311,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,7,05/01/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
142750,WASHINGTON,DC,20036,541110,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,7,04/14/2020,DR Bank,DC - 00
142600,WASHINGTON,DC,20002,236118,Corporation,Unanswered,Unanswered,Unanswered,,10,04/14/2020,"PNC Bank, National Association",DC - 00
142408,WASHINGTON,DC,20005,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8,05/01/2020,"Bank of America, National Association",DC - 00
142400,WASHINGTON,DC,20007,541320,Corporation,Unanswered,Unanswered,Unanswered,,7,05/03/2020,"Bank of America, National Association",DC - 00
142395,WASHINGTON,DC,20037,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,04/08/2020,Sandy Spring Bank,DC - 00
142280.05,WASHINGTON,DC,20006,812112,Corporation,Unanswered,Male Owned,Non-Veteran,,22,04/06/2020,"Premier Bank, Inc.",DC - 00
142097,WASHINGTON,DC,20005,541612,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,05/03/2020,"Wells Fargo Bank, National Association",DC - 00
142077,WASHINGTON,DC,20018,811192,Corporation,Unanswered,Unanswered,Unanswered,,20,04/11/2020,First Home Bank,DC - 00
142000,WASHINGTON,DC,20037,541191,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,7,04/13/2020,United Bank,DC - 00
142000,WASHINGTON,DC,20007,448190,Corporation,White,Female Owned,Non-Veteran,,14,04/08/2020,United Bank,DC - 00
141880,WASHINGTON,DC,20036,541910,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,5,05/03/2020,"Bank of America, National Association",DC - 00
141855,WASHINGTON,DC,20001,541990,Corporation,Unanswered,Unanswered,Unanswered,,8,05/11/2020,Cross River Bank,DC - 00
141738,WASHINGTON,DC,20012,484110,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",DC - 00
141700,WASHINGTON,DC,20036,813920,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,13,05/03/2020,"Citibank, N.A.",DC - 00
141610,WASHINGTON,DC,20006,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,05/03/2020,"Bank of America, National Association",DC - 00
141575,WASHINGTON,DC,20036,611710,Corporation,Unanswered,Unanswered,Unanswered,,10,05/18/2020,EagleBank,DC - 00
141539,WASHINGTON,DC,20001,722511,Subchapter S Corporation,Hispanic,Female Owned,Non-Veteran,,11,06/30/2020,"Grow America Fund, Incorporated",DC - 00
141441,WASHINGTON,DC,20016,621210,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",DC - 00
141335,WASHINGTON,DC,20011,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/13/2020,"TD Bank, National Association",DC - 00
141238,WASHINGTON,DC,20036,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24,04/13/2020,"TD Bank, National Association",DC - 00
141200,WASHINGTON,DC,20001,813319,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,7,04/15/2020,Manufacturers and Traders Trust Company,DC - 00
141200,WASHINGTON,DC,20010,624210,Professional Association,Unanswered,Unanswered,Unanswered,,10,04/09/2020,United Bank,DC - 00
141112,WASHINGTON,DC,20005,541511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24,04/16/2020,Sandy Spring Bank,DC - 00
141100,WASHINGTON,DC,20036,813319,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,11,05/03/2020,"PNC Bank, National Association",DC - 00
140935,WASHINGTON,DC,20001,443142,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,8,04/14/2020,Manufacturers and Traders Trust Company,DC - 00
140900,WASHINGTON,DC,20005,541110,Partnership,Unanswered,Unanswered,Unanswered,,0,04/30/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
140800,WASHINGTON,DC,20010,722511,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,54,04/14/2020,United Bank,DC - 00
140785,WASHINGTON,DC,20006,722511,Corporation,Unanswered,Unanswered,Unanswered,,20,05/11/2020,EagleBank,DC - 00
140752,WASHINGTON,DC,20036,561499,Corporation,Unanswered,Unanswered,Unanswered,,6,05/03/2020,"Bank of America, National Association",DC - 00
140711.98,WASHINGTON,DC,20037,511210,Corporation,Unanswered,Male Owned,Unanswered,,12,04/27/2020,Congressional Bank,DC - 00
140642,WASHINGTON,DC,20006,711310,Corporation,Unanswered,Unanswered,Unanswered,,20,04/29/2020,City National Bank,DC - 00
140557,WASHINGTON,DC,20037,621999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/03/2020,Celtic Bank Corporation,DC - 00
140522,WASHINGTON,DC,20015,541511,Corporation,Unanswered,Unanswered,Unanswered,,5,04/15/2020,Atlantic Union Bank,DC - 00
140477,WASHINGTON,DC,20005,722511,Subchapter S Corporation,White,Male Owned,Non-Veteran,,26,04/13/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
140400,WASHINGTON,DC,20007,541990,Corporation,Unanswered,Male Owned,Unanswered,,10,04/11/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
140300,WASHINGTON,DC,20006,524210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,05/04/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
140300,WASHINGTON,DC,20009,812112,Corporation,Unanswered,Unanswered,Unanswered,,0,04/28/2020,"Capital One, National Association",DC - 00
140200,WASHINGTON,DC,20005,621210,Corporation,Unanswered,Male Owned,Non-Veteran,,31,05/03/2020,"PNC Bank, National Association",DC - 00
140200,WASHINGTON,DC,20007,236220,Subchapter S Corporation,Hispanic,Male Owned,Unanswered,,9,04/09/2020,United Bank,DC - 00
140116,WASHINGTON,DC,20006,621340,Corporation,Unanswered,Unanswered,Unanswered,,12,04/13/2020,Congressional Bank,DC - 00
140052,WASHINGTON,DC,20036,541690,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/29/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
140022.5,WASHINGTON,DC,20002,624410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/29/2020,Essex Bank,DC - 00
140017,WASHINGTON,DC,20005,721110,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,25,04/14/2020,Ocean Bank,DC - 00
140000,WASHINGTON,DC,20037,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,0,04/30/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
140000,WASHINGTON,DC,20003,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,05/03/2020,"PNC Bank, National Association",DC - 00
140000,WASHINGTON,DC,20017,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,04/15/2020,"PNC Bank, National Association",DC - 00
139837,WASHINGTON,DC,20005,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,04/30/2020,"Wells Fargo Bank, National Association",DC - 00
139800,WASHINGTON,DC,20036,541430,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8,04/28/2020,"Premier Bank, Inc.",DC - 00
139700,WASHINGTON,DC,20003,453210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,04/29/2020,Live Oak Banking Company,DC - 00
139700,WASHINGTON,DC,20036,561320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,05/01/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
139600,WASHINGTON,DC,20002,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,13,05/03/2020,"PNC Bank, National Association",DC - 00
139500,WASHINGTON,DC,20009,444130,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,16,04/28/2020,"Premier Bank, Inc.",DC - 00
139492,WASHINGTON,DC,20004,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/15/2020,Manufacturers and Traders Trust Company,DC - 00
139304,WASHINGTON,DC,20006,621210,Partnership,Unanswered,Female Owned,Unanswered,,8,04/28/2020,"T Bank, National Association",DC - 00
139300,WASH,DC,20036,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,26,04/27/2020,Greater Nevada CU,DC - 00
139222,WASHINGTON,DC,20009,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,20,04/27/2020,EagleBank,DC - 00
139200,WASHINGTON,DC,20005,236220,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,7,04/04/2020,Vinings Bank,DC - 00
139175,WASHINGTON,DC,20017,624410,Corporation,Unanswered,Male Owned,Non-Veteran,,23,04/30/2020,"Bank of America, National Association",DC - 00
139175,WASHINGTON,DC,20017,611511,Corporation,Unanswered,Male Owned,Non-Veteran,,23,05/03/2020,"Bank of America, National Association",DC - 00
139100,WASHINGTON,DC,20009,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,23,04/10/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
139100,WASHINGTON,DC,20008,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,05/03/2020,"PNC Bank, National Association",DC - 00
139100,WASHINGTON,DC,20006,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/30/2020,United Bank,DC - 00
138945,WASHINGTON,DC,20001,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,04/14/2020,"TD Bank, National Association",DC - 00
138900,WASHINGTON,DC,20008,541990,Corporation,Unanswered,Unanswered,Unanswered,,7,04/30/2020,"Citibank, N.A.",DC - 00
138709,WASHINGTON,DC,20037,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,50,04/14/2020,The National Capital Bank of Washington,DC - 00
138707.73,WASHINGTON,DC,20016,722511,Corporation,Unanswered,Male Owned,Unanswered,,8,04/27/2020,Congressional Bank,DC - 00
138700,WASHINGTON,DC,20016,621111,Corporation,Unanswered,Male Owned,Unanswered,,0,04/10/2020,First National Bank of Pennsylvania,DC - 00
138500,WASHINGTON,DC,20008,541618,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,06/24/2020,"Citibank, N.A.",DC - 00
138492,WASHINGTON,DC,20002,541330,Corporation,Unanswered,Unanswered,Unanswered,,9,04/28/2020,EagleBank,DC - 00
138472,WASHINGTON,DC,20011,423310,Corporation,Unanswered,Unanswered,Unanswered,,9,04/10/2020,Sandy Spring Bank,DC - 00
138300,WASHINGTON,DC,20036,541618,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,05/27/2020,"Citibank, N.A.",DC - 00
138255,WASHINGTON,DC,20005,813319,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,10,04/27/2020,"Kabbage, Inc.",DC - 00
138200,WASHINGTON,DC,20006,541110,Corporation,Unanswered,Unanswered,Unanswered,,0,05/04/2020,"Capital One, National Association",DC - 00
138200,WASHINGTON,DC,20005,541990,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,7,04/29/2020,Northeast Bank,DC - 00
138000,WASHINGTON,DC,20009,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9,04/30/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC - 00
138000,WASHINGTON,DC,20003,813219,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9,04/13/2020,Congressional Bank,DC - 00
138000,WASHINGTON,DC,20005,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,16,04/09/2020,United Bank,DC - 00
137900,WASHINGTON,DC,20008,445120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/15/2020,First National Bank of Pennsylvania,DC - 00
137850,WASHINGTON,DC,20020,621210,Corporation,Unanswered,Male Owned,Non-Veteran,,11,04/08/2020,Atlantic Union Bank,DC - 00
137800,WASHINGTON,DC,20003,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,05/03/2020,"Citibank, N.A.",DC - 00
137662,WASHINGTON,DC,20011,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,21,04/14/2020,John Marshall Bank,DC - 00
137600,WASHINGTON,DC,20005,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/27/2020,"Chain Bridge Bank, National Association",DC - 00
