LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
147000,SOUTH PORTLAND,ME,04106,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,21,04/07/2020,"People's United Bank, National Association",ME - 01
146965,PORTLAND,ME,04101,541110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,9,04/11/2020,"TD Bank, National Association",ME - 01
146937,MILLINOCKET,ME,04462,336212,Corporation,Unanswered,Unanswered,Unanswered,,23,04/14/2020,Machias Savings Bank,ME - 02
146856,DOVER FOXCROFT,ME,04426,445110,Corporation,Unanswered,Female Owned,Non-Veteran,,37,04/13/2020,Camden National Bank,ME - 02
146800,CUMBERLAND FORESIDE,ME,04110,541211,Corporation,Unanswered,Unanswered,Unanswered,,10,04/08/2020,Bangor Savings Bank,ME - 01
146800,PORTLAND,ME,04101,312140,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,04/08/2020,Bangor Savings Bank,ME - 01
146750,LINCOLN,ME,04457,321113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/07/2020,Machias Savings Bank,ME - 02
146700,BRUNSWICK,ME,04011,541512,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,04/04/2020,"Biddeford Savings, A Division of",ME - 01
146700,PORTLAND,ME,04103,333241,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/08/2020,University CU,ME - 01
146600,WATERVILLE,ME,04901,624221,Corporation,White,Female Owned,Non-Veteran,,0,04/14/2020,Kennebec Savings Bank,ME - 01
146600,PORTLAND,ME,04102,722410,Corporation,Unanswered,Male Owned,Unanswered,,18,04/08/2020,Gorham Savings Bank,ME - 01
146500,CUMBERLAND FORESIDE,ME,04110,999990,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,19,04/05/2020,Bangor Savings Bank,ME - 01
146300,STONINGTON,ME,04681,813312,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,10,04/07/2020,Bar Harbor Bank & Trust,ME - 02
146282,BLAINE,ME,04734,541940,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,14,04/09/2020,Machias Savings Bank,ME - 02
146250,ROCKLAND,ME,04841,722515,Cooperative,Unanswered,Unanswered,Unanswered,,35,04/14/2020,Camden National Bank,ME - 01
146200,LEWISTON,ME,04240,541712,Subchapter S Corporation,White,Male Owned,Non-Veteran,,8,04/05/2020,"Biddeford Savings, A Division of",ME - 02
146000,ORONO,ME,04473,312120,Corporation,Unanswered,Male Owned,Unanswered,,39,04/12/2020,First National Bank,ME - 02
145900,PORTLAND,ME,04101,531210,Corporation,Unanswered,Unanswered,Unanswered,,11,04/06/2020,Gorham Savings Bank,ME - 01
145900,FRANKLIN,ME,04634,115310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,04/08/2020,Bangor Savings Bank,ME - 02
145900,ROCKPORT,ME,04856,444220,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,18,04/28/2020,First National Bank,ME - 01
145890,SOUTHWEST HARBOR,ME,04679,562111,Corporation,Unanswered,Unanswered,Unanswered,,14,04/11/2020,Machias Savings Bank,ME - 02
145851.2,CHELSEA,ME,04330,238910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,25,04/09/2020,Camden National Bank,ME - 01
145832,AUGUSTA,ME,04330,621512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/13/2020,"TD Bank, National Association",ME - 01
145832,CALAIS,ME,04619,333414,Corporation,Unanswered,Unanswered,Unanswered,,7,04/09/2020,Machias Savings Bank,ME - 02
145800,CARIBOU,ME,04736,722511,Subchapter S Corporation,White,Male Owned,Unanswered,,24,04/07/2020,Katahdin Trust Co.,ME - 02
145800,BAR HARBOR,ME,04609,541219,Corporation,Unanswered,Unanswered,Unanswered,,12,04/08/2020,Bar Harbor Bank & Trust,ME - 02
145772,WINDHAM,ME,04062,611519,Corporation,Unanswered,Unanswered,Unanswered,,32,04/13/2020,KeyBank National Association,ME - 01
145732,PORTLAND,ME,04104,337212,Corporation,Unanswered,Unanswered,Unanswered,,13,04/08/2020,Gorham Savings Bank,ME - 01
145600,WATERVILLE,ME,04901,621210,Cooperative,Unanswered,Female Owned,Unanswered,,13,04/15/2020,Androscoggin Savings Bank,ME - 01
145507,SOUTH PORTLAND,ME,04106,423940,Corporation,Unanswered,Unanswered,Unanswered,,14,04/13/2020,"TD Bank, National Association",ME - 01
145500,WELLS,ME,04090,722511,Corporation,Unanswered,Unanswered,Unanswered,,15,04/05/2020,Kennebunk Savings Bank,ME - 01
145400,LEWISTON,ME,04240,812199,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,24,06/22/2020,Bangor Savings Bank,ME - 02
145400,OGUNQUIT,ME,03907,445292,Corporation,Unanswered,Unanswered,Unanswered,,15,04/11/2020,Kennebunk Savings Bank,ME - 01
145380,FARMINGTON,ME,04938,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,05/12/2020,Franklin Savings Bank,ME - 02
145370,BRUNSWICK,ME,04011,541713,Corporation,Unanswered,Unanswered,Unanswered,,5,04/30/2020,"TD Bank, National Association",ME - 01
145300,BAR HARBOR,ME,04609,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/29/2020,Bar Harbor Bank & Trust,ME - 02
145283,CAPE ELIZABETH,ME,04107,611110,Non-Profit Organization,Unanswered,Male Owned,Non-Veteran,Y,21,04/10/2020,Camden National Bank,ME - 01
145200,YORK,ME,03909,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/12/2020,Kennebunk Savings Bank,ME - 01
145109,SKOWHEGAN,ME,04976,811111,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,16,04/09/2020,Skowhegan Savings Bank,ME - 02
145100,SCARBOROUGH,ME,04074,238220,Subchapter S Corporation,White,Male Owned,Non-Veteran,,14,04/07/2020,Gorham Savings Bank,ME - 01
145000,LEWISTON,ME,04240,541930,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/28/2020,Bangor Savings Bank,ME - 02
145000,HOLLIS CENTER,ME,04042,624120,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,,05/06/2020,Infinity FCU,ME - 01
145000,KENNEBUNK,ME,04043,812210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,04/09/2020,Kennebunk Savings Bank,ME - 01
144800,FALMOUTH,ME,04105,621210,Professional Association,Unanswered,Unanswered,Unanswered,,9,04/07/2020,Bangor Savings Bank,ME - 01
144795,FALMOUTH,ME,04105,722511,Partnership,Unanswered,Unanswered,Unanswered,,0,04/15/2020,"TD Bank, National Association",ME - 01
144703,KENNEBUNK,ME,04043,541940,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,12,04/10/2020,Camden National Bank,ME - 01
144700,LINCOLN,ME,04457,624190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,58,04/15/2020,Bangor Savings Bank,ME - 02
144700,ORONO,ME,04473,541511,Corporation,Unanswered,Unanswered,Unanswered,,13,04/08/2020,University CU,ME - 02
144685.72,BRUNSWICK,ME,04011,621210,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,11,04/27/2020,Idaho First Bank,ME - 01
144500,OLD ORCHARD BEACH,ME,04064,721110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,04/04/2020,Kennebunk Savings Bank,ME - 01
144500,EDGECOMB,ME,04556,442299,Corporation,Unanswered,Female Owned,Unanswered,,23,04/07/2020,First National Bank,ME - 01
144400,BRUNSWICK,ME,04011,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/06/2020,Bath Savings Institution,ME - 01
144325,SOUTHWEST HARBOR,ME,04679,445110,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,23,04/11/2020,Machias Savings Bank,ME - 02
144296.5,PORTLAND,ME,04103,722511,Sole Proprietorship,Asian,Male Owned,Unanswered,,29,04/08/2020,Norway Savings Bank,ME - 01
144211,BELFAST,ME,04915,722511,Corporation,Unanswered,Female Owned,Non-Veteran,,29,04/07/2020,Camden National Bank,ME - 02
144200,ELLSWORTH,ME,04605,441320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,04/07/2020,First National Bank,ME - 02
144090,ROCKPORT,ME,04856,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,11,05/11/2020,Machias Savings Bank,ME - 01
144050,BANGOR,ME,04402,541990,Corporation,Unanswered,Unanswered,Unanswered,,20,04/10/2020,Camden National Bank,ME - 02
144000,AUGUSTA,ME,04330,561720,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,51,04/29/2020,Bangor Savings Bank,ME - 01
144000,BANGOR,ME,04401,621111,Subchapter S Corporation,White,Male Owned,Non-Veteran,,13,04/03/2020,Katahdin Trust Co.,ME - 02
144000,WELLS,ME,04090,423450,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,04/04/2020,Norway Savings Bank,ME - 01
143967.5,GORHAM,ME,04038,238210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/08/2020,Norway Savings Bank,ME - 01
143812.5,PORTLAND,ME,04103,621340,Corporation,Unanswered,Female Owned,Unanswered,,19,04/27/2020,Norway Savings Bank,ME - 01
143800,YORK,ME,03909,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,60,04/13/2020,KeyBank National Association,ME - 01
143750,PORTLAND,ME,04101,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/06/2020,"People's United Bank, National Association",ME - 01
143685.1,CAMDEN,ME,04843,238210,Corporation,Unanswered,Male Owned,Veteran,,16,06/17/2020,Camden National Bank,ME - 01
143500,LEBANON,ME,04027,238910,Corporation,Unanswered,Unanswered,Unanswered,,7,04/04/2020,Partners Bank of New England,ME - 01
143500,YORK,ME,03909,441222,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,04/08/2020,Kennebunk Savings Bank,ME - 01
143500,HARTLAND,ME,04943,236210,Corporation,Unanswered,Unanswered,Unanswered,,13,04/08/2020,Bangor Savings Bank,ME - 02
143500,PORTLAND,ME,04101,722511,Corporation,Unanswered,Unanswered,Unanswered,,23,04/09/2020,Bangor Savings Bank,ME - 01
143435,ELIOT,ME,03903,312113,Corporation,White,Male Owned,Non-Veteran,,0,06/08/2020,"TD Bank, National Association",ME - 01
143411,BUCKSPORT,ME,04416,238220,Corporation,Unanswered,Unanswered,Unanswered,,13,04/09/2020,Machias Savings Bank,ME - 02
143400,WATERVILLE,ME,04901,811121,Subchapter S Corporation,White,Male Owned,Non-Veteran,,13,04/14/2020,Kennebec Savings Bank,ME - 01
143350,PORTLAND,ME,04102,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/28/2020,KeyBank National Association,ME - 01
143325,SCARBOROUGH,ME,04074,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/11/2020,"TD Bank, National Association",ME - 01
143200,LEWISTON,ME,04243,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,04/14/2020,Bangor Savings Bank,ME - 02
143111.15,FRYEBURG,ME,04037,721214,Corporation,Unanswered,Unanswered,Unanswered,,31,04/30/2020,Norway Savings Bank,ME - 02
142954,BREWER,ME,04412,312120,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,53,04/08/2020,Camden National Bank,ME - 02
142900,JAY,ME,04239,561740,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,28,04/16/2020,Androscoggin Savings Bank,ME - 02
142900,PORTLAND,ME,04103,238910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,04/07/2020,Bangor Savings Bank,ME - 01
142900,WESTBROOK,ME,04092,541611,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,12,04/09/2020,Gorham Savings Bank,ME - 01
142860,OLD ORCHARD BEACH,ME,04064,237310,Corporation,Unanswered,Unanswered,Unanswered,,0,04/16/2020,"TD Bank, National Association",ME - 01
142800,PORTLAND,ME,04101,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,04/07/2020,Partners Bank of New England,ME - 01
142500,AUGUSTA,ME,04330,621111,Corporation,Unanswered,Unanswered,Unanswered,,4,04/11/2020,KeyBank National Association,ME - 01
142500,YORK,ME,03909,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,41,04/15/2020,Kennebunk Savings Bank,ME - 01
142400,PORTLAND,ME,04101,541512,Corporation,Unanswered,Unanswered,Unanswered,,11,04/08/2020,Camden National Bank,ME - 01
142307,SCARBOROUGH,ME,04074,423830,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,04/14/2020,"TD Bank, National Association",ME - 01
142286,BAR HARBOR,ME,04609,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31,04/14/2020,Machias Savings Bank,ME - 02
142100,FRYEBURG,ME,04037,332710,Corporation,Unanswered,Unanswered,Unanswered,,18,04/06/2020,Norway Savings Bank,ME - 02
142067,BANGOR,ME,04401,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,04/07/2020,Machias Savings Bank,ME - 02
142000,SOUTH PORTLAND,ME,04106,561730,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,15,04/09/2020,Bangor Savings Bank,ME - 01
141900,BERWICK,ME,03901,238910,Employee Stock Ownership Plan(ESOP),Unanswered,Unanswered,Unanswered,,9,04/06/2020,Partners Bank of New England,ME - 01
141800,FRENCHVILLE,ME,04745,336211,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,32,04/06/2020,Aroostook County Federal Savings & Loan Association,ME - 02
141774.32,KINGFIELD,ME,04947,321999,Corporation,White,Male Owned,Unanswered,,47,04/06/2020,Peoples Bank,ME - 02
141697.8,YARMOUTH,ME,04096,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,04/13/2020,Norway Savings Bank,ME - 01
141605,NEW GLOUCESTER,ME,04260,813910,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9,04/13/2020,"TD Bank, National Association",ME - 01
141565,LIBERTY,ME,04949,323111,Corporation,Unanswered,Unanswered,Unanswered,,37,04/12/2020,Camden National Bank,ME - 02
141515.15,LISBON FALLS,ME,04252,811121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,04/07/2020,Norway Savings Bank,ME - 02
141497,HOULTON,ME,04730,623110,Corporation,Unanswered,Unanswered,Unanswered,,13,04/06/2020,Machias Savings Bank,ME - 02
141250,SOUTH PORTLAND,ME,04106,561730,Corporation,Unanswered,Unanswered,Unanswered,,16,04/13/2020,Machias Savings Bank,ME - 01
141235,PORTLAND,ME,04101,485510,Corporation,Unanswered,Unanswered,Unanswered,,8,04/08/2020,Machias Savings Bank,ME - 01
141200,WINDSOR,ME,04363,445110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,27,04/27/2020,Bar Harbor Bank & Trust,ME - 01
141200,SKOWHEGAN,ME,04976,484121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,04/14/2020,Bangor Savings Bank,ME - 02
141200,PORTLAND,ME,04102,238320,Corporation,Unanswered,Male Owned,Non-Veteran,,,04/08/2020,"People's United Bank, National Association",ME - 01
141100,GARDINER,ME,04345,621310,Subchapter S Corporation,White,Female Owned,Non-Veteran,,0,04/08/2020,Kennebec Savings Bank,ME - 01
141000,NORRIDGEWOCK,ME,04957,811192,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/05/2020,Skowhegan Savings Bank,ME - 02
141000,BRUNSWICK,ME,04011,236220,Corporation,Unanswered,Unanswered,Unanswered,,19,04/06/2020,Bangor Savings Bank,ME - 01
140900,PORTLAND,ME,04101,531190,Corporation,Unanswered,Unanswered,Unanswered,,8,04/05/2020,Bangor Savings Bank,ME - 01
140878,PORTLAND,ME,04101,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,24,04/15/2020,KeyBank National Association,ME - 01
140827.72,LEBANON,ME,04027,441210,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,11,04/11/2020,Franklin Savings Bank,ME - 01
140699,CARIBOU,ME,04736,111211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,50,04/09/2020,Machias Savings Bank,ME - 02
140693.72,PORTLAND,ME,04103,423120,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,11,04/07/2020,Norway Savings Bank,ME - 01
140644.2,PORTLAND,ME,04103,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/06/2020,Norway Savings Bank,ME - 01
140625,EAST WATERBORO,ME,04030,621111,Corporation,Unanswered,Male Owned,Non-Veteran,,0,04/28/2020,"TD Bank, National Association",ME - 01
140500,YARMOUTH,ME,04096,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,04/11/2020,KeyBank National Association,ME - 01
140500,PORTLAND,ME,04101,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,04/06/2020,Bangor Savings Bank,ME - 01
140477.5,PORTLAND,ME,04103,339999,Corporation,Unanswered,Unanswered,Unanswered,,11,04/11/2020,"TD Bank, National Association",ME - 01
140390,HERMON,ME,04401,113310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,04/09/2020,Bangor Savings Bank,ME - 02
140370.56,WELLS,ME,04090,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31,04/14/2020,Camden National Bank,ME - 01
140271.82,BRUNSWICK,ME,04011,561730,Corporation,White,Male Owned,Non-Veteran,,,04/09/2020,First Federal Savings and Loan Association of Bath,ME - 01
140261,CUMBERLAND,ME,04021,924110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,7,04/16/2020,Camden National Bank,ME - 01
140200,PORTLAND,ME,04101,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/05/2020,Gorham Savings Bank,ME - 01
140115,WESTBROOK,ME,04092,,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"TD Bank, National Association",ME - 01
140070,BANGOR,ME,04401,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/27/2020,University CU,ME - 02
140058,BRADFORD,ME,04410,621610,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,16,05/01/2020,Community Federal Savings Bank,ME - 02
140055,CLINTON,ME,04927,112120,Partnership,Unanswered,Unanswered,Unanswered,,20,05/11/2020,KSW FCU,ME - 02
140000,PORTLAND,ME,04101,541110,Partnership,Unanswered,Unanswered,Unanswered,,9,04/11/2020,KeyBank National Association,ME - 01
140000,WATERFORD,ME,04088,721211,Corporation,White,Female Owned,Non-Veteran,,9,04/05/2020,Norway Savings Bank,ME - 02
140000,OGUNQUIT,ME,03907,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/05/2020,Kennebunk Savings Bank,ME - 01
140000,SACO,ME,04072,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,27,04/14/2020,Bangor Savings Bank,ME - 01
140000,ELLSWORTH,ME,04605,442110,Corporation,Unanswered,Unanswered,Unanswered,,13,04/08/2020,First National Bank,ME - 02
139980,PORTLAND,ME,04104,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/10/2020,"TD Bank, National Association",ME - 01
139900,BLUE HILL,ME,04614,621910,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,17,04/07/2020,Bar Harbor Bank & Trust,ME - 02
139800,AUBURN,ME,04210,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,04/05/2020,"Biddeford Savings, A Division of",ME - 02
139800,SKOWHEGAN,ME,04976,332322,Corporation,Unanswered,Male Owned,Veteran,,13,04/06/2020,Franklin Savings Bank,ME - 02
139800,SCARBOROUGH,ME,04074,423310,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",ME - 01
139687.5,FREEPORT,ME,04032,541330,Corporation,Unanswered,Unanswered,Unanswered,,10,04/06/2020,Norway Savings Bank,ME - 01
139600,FRENCHVILLE,ME,04745,321212,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,15,04/05/2020,Acadia FCU,ME - 02
