LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
145500,COLCHESTER,VT,05446,624410,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,23,04/04/2020,Peoples Trust Company of St. Albans,VT - 00
145500,RUTLAND,VT,05701,722511,Corporation,White,Male Owned,Non-Veteran,,19,04/06/2020,The Bank of Bennington,VT - 00
145500,MILTON,VT,05468,624110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,24,04/08/2020,"People's United Bank, National Association",VT - 00
145450,WILLISTON,VT,05495,423310,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,12,04/06/2020,"Community Bank, National Association",VT - 00
145300,BRATTLEBORO,VT,05301,333999,Corporation,Unanswered,Unanswered,Unanswered,,14,04/09/2020,"People's United Bank, National Association",VT - 00
145068.62,COLCHESTER,VT,05446,561730,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,10,04/05/2020,Mascoma Bank,VT - 00
144600,WINOOSKI,VT,05404,722511,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,15,06/19/2020,Opportunities CU,VT - 00
144587,DANVILLE,VT,05828,238160,Subchapter S Corporation,White,Male Owned,Unanswered,,12,04/27/2020,Passumpsic Savings Bank,VT - 00
144427.5,SOUTH BURLINGTON,VT,05403,561910,Corporation,White,Male Owned,Non-Veteran,,14,04/15/2020,North Country FCU,VT - 00
144177,EAST MONTPELIER,VT,05651,999990,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,Vermont 504 Corporation,VT - 00
144100,ESSEX JUNCTION,VT,05452,423450,Corporation,White,Female Owned,Non-Veteran,,11,04/13/2020,KeyBank National Association,VT - 00
143900,MIDDLEBURY,VT,05753,112120,Corporation,Unanswered,Unanswered,Unanswered,,12,04/07/2020,National Bank of Middlebury,VT - 00
143764,WILLISTON,VT,05495,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/08/2020,Northfield Savings Bank,VT - 00
143755,DERBY,VT,05829,452319,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,32,04/28/2020,Woodsville Guaranty Savings Bank,VT - 00
143700,LUDLOW,VT,05149,236115,Corporation,Unanswered,Unanswered,Unanswered,,15,04/08/2020,Heritage Family FCU,VT - 00
143600,WALLINGFORD,VT,05773,238220,Corporation,White,Female Owned,Non-Veteran,,11,04/07/2020,Berkshire Bank,VT - 00
143400,ESSEX JCT,VT,05452,621111,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",VT - 00
143387,NORTHFIELD,VT,05663,454310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,04/14/2020,Northfield Savings Bank,VT - 00
143316.77,BRISTOL,VT,05443,238990,Subchapter S Corporation,White,Male Owned,Non-Veteran,,22,04/29/2020,North Country FCU,VT - 00
143300,DORSET,VT,05251,238210,Corporation,Unanswered,Unanswered,Unanswered,,10,04/07/2020,The Bank of Bennington,VT - 00
143110,BERLIN,VT,05602,448110,Corporation,White,Female Owned,Non-Veteran,,13,04/14/2020,Northfield Savings Bank,VT - 00
143100,WILLISTON,VT,05495,312120,Corporation,White,Unanswered,Unanswered,,19,04/13/2020,National Bank of Middlebury,VT - 00
143100,MANCHESTER,VT,05254,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,26,04/14/2020,The Bank of Bennington,VT - 00
143000,WOODSTOCK,VT,05091,444120,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,11,04/04/2020,Ledyard National Bank,VT - 00
142400,MORRISVILLE,VT,05661,541211,Subchapter S Corporation,White,Female Owned,Non-Veteran,,0,04/06/2020,Union Bank,VT - 00
142340,SHELBURNE,VT,05482,541612,Corporation,Unanswered,Unanswered,Unanswered,,15,04/15/2020,"TD Bank, National Association",VT - 00
142100,RANDOLPH,VT,05060,541211,Corporation,Unanswered,Unanswered,Unanswered,,16,04/04/2020,Mascoma Bank,VT - 00
142049,WILLISTON,VT,05495,722515,Corporation,White,Male Owned,Unanswered,,17,04/15/2020,"People's United Bank, National Association",VT - 00
142000,BRIDPORT,VT,05734,454310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/16/2020,"People's United Bank, National Association",VT - 00
141700,MONTPELIER,VT,05601,624310,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,48,04/14/2020,Community National Bank,VT - 00
141600,WILLISTON,VT,05495,441228,Corporation,Unanswered,Unanswered,Unanswered,,10,04/14/2020,"People's United Bank, National Association",VT - 00
141600,ESSEX JUNCTION,VT,05452,561499,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,31,04/09/2020,Northern Bank and Trust Company,VT - 00
141500,BURLINGTON,VT,05401,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,04/08/2020,"People's United Bank, National Association",VT - 00
141300,ENOSBURG FALLS,VT,05450,444130,Corporation,White,Male Owned,Non-Veteran,,18,04/06/2020,Community National Bank,VT - 00
141105,RUTLAND,VT,05701,561439,Cooperative,Unanswered,Unanswered,Unanswered,,11,04/29/2020,"Community Bank, National Association",VT - 00
141043,CHARLOTTE,VT,05445,541511,Corporation,Unanswered,Unanswered,Unanswered,,8,04/13/2020,KeyBank National Association,VT - 00
141000,STOWE,VT,05672,561599,Corporation,Unanswered,Unanswered,Unanswered,,0,04/07/2020,Union Bank,VT - 00
140825,WAITSFIELD,VT,05673,531311,Corporation,White,Male Owned,Unanswered,,17,04/08/2020,Northfield Savings Bank,VT - 00
140662,SOUTH BURLINGTON,VT,05043,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,04/09/2020,"JPMorgan Chase Bank, National Association",VT - 00
140600,LYNDONVILLE,VT,05851,722513,Corporation,Unanswered,Unanswered,Unanswered,,18,05/05/2020,Community National Bank,VT - 00
140600,BURLINGTON,VT,05401,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24,06/13/2020,Fountainhead SBF LLC,VT - 00
140557,UNDERHILL CENTER,VT,05490,236115,Corporation,Unanswered,Unanswered,Unanswered,,12,04/10/2020,"Community Bank, National Association",VT - 00
140500,NORTH BENNINGTON,VT,05257,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/27/2020,"Citizens Bank, National Association",VT - 00
140407,WINDSOR,VT,05089,311421,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,0,04/27/2020,Vermont 504 Corporation,VT - 00
140377,VERGENNES,VT,05491,112120,Corporation,Unanswered,Unanswered,Unanswered,,11,04/28/2020,"People's United Bank, National Association",VT - 00
140300,RUTLAND,VT,05701,424470,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",VT - 00
140300,JEFFERSONVILLE,VT,05464,312140,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,0,04/03/2020,Union Bank,VT - 00
140300,GUILFORD,VT,05301,712130,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,11,04/09/2020,"People's United Bank, National Association",VT - 00
140000,KILLINGTON,VT,05751,721110,Corporation,Unanswered,Unanswered,Unanswered,,21,04/07/2020,Vermont State Empl CU,VT - 00
140000,BENNINGTON,VT,05201,621210,Corporation,Unanswered,Unanswered,Unanswered,,8,04/07/2020,"People's United Bank, National Association",VT - 00
139700,RUTLAND,VT,05701,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,17,04/04/2020,Heritage Family FCU,VT - 00
139643,BURLINGTON,VT,05401,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,54,05/01/2020,"Bank of America, National Association",VT - 00
139600,COLCHESTER,VT,05446,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,Union Bank,VT - 00
139600,BARRE,VT,05641,236210,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,6,04/07/2020,Woodsville Guaranty Savings Bank,VT - 00
139360,SOUTH BURLINGTON,VT,05403,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,04/28/2020,Northfield Savings Bank,VT - 00
139356.22,JERICHO,VT,05465,621210,Partnership,Unanswered,Unanswered,Unanswered,,13,04/29/2020,North Country FCU,VT - 00
139300,BURLINGTON,VT,05402,531390,Corporation,Unanswered,Unanswered,Unanswered,,8,04/07/2020,"People's United Bank, National Association",VT - 00
139250,BRATTLEBORO,VT,05301,624120,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,17,04/10/2020,"People's United Bank, National Association",VT - 00
139100,MIDDLEBURY,VT,05753,541110,Subchapter S Corporation,White,Male Owned,Unanswered,,8,04/14/2020,National Bank of Middlebury,VT - 00
139000,NEWFANE,VT,05345,721191,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/06/2020,"People's United Bank, National Association",VT - 00
138810,BARRE,VT,05641,332216,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,04/07/2020,Northfield Savings Bank,VT - 00
138700,CENTER RUTLAND,VT,05736,454310,Corporation,Unanswered,Male Owned,Unanswered,,11,04/04/2020,Heritage Family FCU,VT - 00
138570.8,SUTTON,VT,05867,112120,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,21,04/29/2020,North Country FCU,VT - 00
138517.5,SOUTH BURLINGTON,VT,05403,813312,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,20,04/09/2020,North Country FCU,VT - 00
138460,EAST MONTPELIER,VT,05651,541512,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,04/08/2020,Northfield Savings Bank,VT - 00
138412,BURLINGTON,VT,05401,541310,Corporation,Unanswered,Unanswered,Unanswered,,7,04/08/2020,Northfield Savings Bank,VT - 00
138375,SAINT ALBANS BAY,VT,05481,424510,Corporation,White,Male Owned,Non-Veteran,,9,04/08/2020,Vermont FCU,VT - 00
138200,BENNINGTON,VT,05201,713910,Corporation,White,Male Owned,Unanswered,,20,04/04/2020,The Bank of Bennington,VT - 00
138200,MANCHESTER CENTER,VT,05255,623311,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,31,04/04/2020,Heritage Family FCU,VT - 00
138200,COLCHESTER,VT,05446,621210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,04/06/2020,Live Oak Banking Company,VT - 00
138100,WHITE RIVER JUNCTION,VT,05001,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,18,04/05/2020,Mascoma Bank,VT - 00
138100,FAIRFAX,VT,05454,237210,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,30,04/28/2020,Northeast Bank,VT - 00
138062,COLCHESTER,VT,05446,523110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,04/12/2020,"TD Bank, National Association",VT - 00
137972,WATERBURY,VT,05676,531120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,04/08/2020,Northfield Savings Bank,VT - 00
137800,WATERBURY,VT,05676,445120,Corporation,Unanswered,Male Owned,Unanswered,,0,04/06/2020,Union Bank,VT - 00
137700,SAINT ALBANS/VT,VT,05478,811111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,"Citizens Bank, National Association",VT - 00
137600,SAINT JOHNSBURY,VT,05819,444130,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,14,04/03/2020,Community National Bank,VT - 00
137500,CHESTER,VT,05143,621399,Corporation,Unanswered,Unanswered,Unanswered,,14,04/11/2020,"TD Bank, National Association",VT - 00
137500,BRANDON,VT,05733,488410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,04/07/2020,Heritage Family FCU,VT - 00
137500,KILLINGTON,VT,05751,722511,Corporation,White,Male Owned,Non-Veteran,,23,04/09/2020,Heritage Family FCU,VT - 00
137420,BRATTLEBORO,VT,05301,453910,Corporation,Unanswered,Male Owned,Non-Veteran,,16,04/10/2020,"TD Bank, National Association",VT - 00
137292.5,MONTPELIER,VT,05602,238130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,06/15/2020,Vermont State Empl CU,VT - 00
137200,WESTMINSTER,VT,05158,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,16,04/09/2020,"People's United Bank, National Association",VT - 00
137187,SOUTH BURLINGTON,VT,05403,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,04/12/2020,"TD Bank, National Association",VT - 00
137100,WATERBURY CENTER,VT,05677,326199,Corporation,White,Male Owned,Non-Veteran,,8,04/27/2020,Community National Bank,VT - 00
136900,BENNINGTON,VT,05201,327110,Corporation,Unanswered,Male Owned,Non-Veteran,,11,04/16/2020,The Bank of Bennington,VT - 00
136766,FAIR HAVEN,VT,05743,327991,Corporation,Unanswered,Male Owned,Unanswered,,10,04/29/2020,"Community Bank, National Association",VT - 00
136700,EAST DORSET,VT,05253,238220,Corporation,Unanswered,Unanswered,Unanswered,,11,04/09/2020,Berkshire Bank,VT - 00
136650,BURLINGTON,VT,05401,423430,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"TD Bank, National Association",VT - 00
136500,BRANDON,VT,05733,339999,Corporation,White,Male Owned,Non-Veteran,,16,04/27/2020,Bar Harbor Bank & Trust,VT - 00
136482,BRATTLEBORO,VT,05301,621210,Partnership,Unanswered,Unanswered,Unanswered,,11,04/13/2020,"TD Bank, National Association",VT - 00
136447.5,BURLINGTON,VT,05401,713940,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,11,04/06/2020,Vermont FCU,VT - 00
136365,WATERBURY,VT,05676,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/11/2020,Vermont State Empl CU,VT - 00
136200,CHARLOTTE,VT,05445,624410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,21,04/06/2020,"People's United Bank, National Association",VT - 00
136100,MANCHESTER CENTER,VT,05255,541110,Corporation,Unanswered,Male Owned,Unanswered,,10,04/04/2020,The Bank of Bennington,VT - 00
136000,BRATTLEBORO,VT,05301,541110,Subchapter S Corporation,White,Male Owned,Unanswered,,12,04/04/2020,The Brattleboro Savings & Loan Association,VT - 00
136000,NEWPORT,VT,05855,238220,Corporation,Hispanic,Male Owned,Non-Veteran,,12,04/05/2020,Community National Bank,VT - 00
136000,SAINT JOHNSBURY,VT,05819,523110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,0,04/06/2020,Passumpsic Savings Bank,VT - 00
135900,MONTPELIER,VT,05602,541219,Cooperative,Unanswered,Unanswered,Unanswered,,12,04/13/2020,"People's United Bank, National Association",VT - 00
135900,MANCHESTER CENTER,VT,05255,562991,Corporation,Unanswered,Unanswered,Unanswered,,19,04/07/2020,The Bank of Bennington,VT - 00
135897,RUTLAND,VT,05701,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,23,04/15/2020,"TD Bank, National Association",VT - 00
135700,MONTPELIER,VT,05602,523930,Corporation,Unanswered,Unanswered,Unanswered,,8,04/06/2020,Legence Bank,VT - 00
135600,MANCHESTER CENTER,VT,05255,531120,Corporation,Unanswered,Unanswered,Unanswered,,10,04/13/2020,The Bank of Bennington,VT - 00
135545,SHELBURNE,VT,05482,611710,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,10,04/29/2020,"People's United Bank, National Association",VT - 00
135513,VERGENNES,VT,05491,812910,Corporation,Unanswered,Unanswered,Unanswered,,23,04/28/2020,"Community Bank, National Association",VT - 00
135453,RUTLAND,VT,05701,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,56,04/15/2020,"NBT Bank, National Association",VT - 00
135400,BARRE,VT,05641,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,04/03/2020,Community National Bank,VT - 00
135400,EAST DUMMERSTON,VT,05346,111219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",VT - 00
135300,MANCHESTER CENTER,VT,05255,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/09/2020,The Bank of Bennington,VT - 00
135200,SHARON,VT,05065,561730,Corporation,Unanswered,Unanswered,Unanswered,,45,04/10/2020,Bar Harbor Bank & Trust,VT - 00
135200,POST MILLS,VT,05058,721214,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/08/2020,Mascoma Bank,VT - 00
135172,NORTHFIELD FALLS,VT,05664,311811,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,04/08/2020,Northfield Savings Bank,VT - 00
135000,BARNET,VT,05821,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/05/2020,Union Bank,VT - 00
135000,SOUTH BURLINGTON,VT,05403,722310,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,18,04/05/2020,Opportunities CU,VT - 00
135000,WHITE RIVER JUNCTION,VT,05001,926110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,12,04/07/2020,Mascoma Bank,VT - 00
134850,WEYBRIDGE,VT,05753,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,04/13/2020,National Bank of Middlebury,VT - 00
134800,PROCTOR,VT,05765,454310,Corporation,White,Female Owned,Non-Veteran,,12,04/05/2020,Heritage Family FCU,VT - 00
134800,LINCOLN,VT,05443,721110,Corporation,Unanswered,Unanswered,Unanswered,,0,05/18/2020,New York Business Development Corporation,VT - 00
134707,SOUTH BURLINGTON,VT,05403,238140,Corporation,Unanswered,Unanswered,Unanswered,,9,04/07/2020,"People's United Bank, National Association",VT - 00
134400,SOUTH BURLINGTON,VT,05403,424930,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",VT - 00
134380,SOUTH BURLINGTON,VT,05403,238310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,04/29/2020,"Community Bank, National Association",VT - 00
134267,ESSEX JUNCTION,VT,05452,238320,Corporation,Unanswered,Unanswered,Unanswered,,16,04/10/2020,"TD Bank, National Association",VT - 00
134200,MANCHESTER CENTER,VT,05255,423990,Corporation,White,Male Owned,Unanswered,,8,04/04/2020,The Bank of Bennington,VT - 00
134200,SAINT ALBANS,VT,05478,236220,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,0,04/07/2020,Union Bank,VT - 00
134100,BRATTLEBORO,VT,05301,446199,Corporation,Unanswered,Unanswered,Unanswered,,12,04/10/2020,"People's United Bank, National Association",VT - 00
134002,STOWE,VT,05672,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"TD Bank, National Association",VT - 00
133900,RUTLAND,VT,05701,811310,Corporation,White,Male Owned,Non-Veteran,,8,04/14/2020,The Bank of Bennington,VT - 00
133800,BRATTLEBORO,VT,05301,237110,Corporation,Unanswered,Unanswered,Unanswered,,0,04/12/2020,"TD Bank, National Association",VT - 00
133517,SOUTH BURLINGTON,VT,05403,446199,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,04/12/2020,Northfield Savings Bank,VT - 00
133500,WEST DOVER,VT,05356,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,37,04/08/2020,"People's United Bank, National Association",VT - 00
133242,WARREN,VT,05674,813990,Corporation,Unanswered,Unanswered,Unanswered,,20,04/09/2020,Northfield Savings Bank,VT - 00
132900,FAIRLEE,VT,05045,621910,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,33,04/29/2020,"Community Bank, National Association",VT - 00
132710,SOUTH BURLINGTON,VT,05403,811121,Corporation,Unanswered,Unanswered,Unanswered,,11,04/14/2020,"Community Bank, National Association",VT - 00
132665,SHELBURNE,VT,05482,,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"TD Bank, National Association",VT - 00
132600,GREENSBORO BEND,VT,05842,112120,Corporation,Unanswered,Male Owned,Non-Veteran,,11,04/04/2020,Community National Bank,VT - 00
132600,CUTTINGSVILLE,VT,05738,441110,Corporation,Unanswered,Unanswered,Unanswered,,12,04/14/2020,Berkshire Bank,VT - 00
132418.7,ESSEX JUNCTION,VT,05452,441228,Corporation,Unanswered,Male Owned,Non-Veteran,,14,04/08/2020,Vermont State Empl CU,VT - 00
132327.5,RICHMOND,VT,05477,312120,Corporation,White,Unanswered,Unanswered,,14,04/28/2020,North Country FCU,VT - 00
