LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
131254.32,KINGSHILL,VI,00820,236115,Corporation,Unanswered,Unanswered,Unanswered,,22,04/15/2020,FirstBank Puerto Rico,VI - 00
130799,ST THOMAS,VI,00802,532412,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,05/05/2020,Merchants Commercial Bank,VI - 00
130400,CHARLOTTE AMALIE,VI,00802,541110,Corporation,Unanswered,Unanswered,Unanswered,,10,04/28/2020,Banco Popular de Puerto Rico,VI - 00
130137,ST JOHN,VI,00830,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/29/2020,Merchants Commercial Bank,VI - 00
129455.55,ST THOMAS,VI,00802,722511,Corporation,Unanswered,Unanswered,Unanswered,,23,04/15/2020,FirstBank Puerto Rico,VI - 00
128500,FREDERIKSTED,VI,00840,312120,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,18,04/14/2020,Greater Nevada CU,VI - 00
127600,ST THOMAS,VI,00802,488510,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/15/2020,Oriental Bank,VI - 00
127475.8,CHRISTIANSTED,VI,00820,713940,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,17,04/14/2020,"United Fidelity Bank, FSB",VI - 00
127424.57,CHRISTIANSTED,VI,00824,236115,Corporation,Unanswered,Unanswered,Unanswered,,17,06/09/2020,"United Fidelity Bank, FSB",VI - 00
127400,ST JOHN,VI,00830,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,24,04/29/2020,Merchants Commercial Bank,VI - 00
127350,CHRISTIANSTED,VI,00850,713910,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,20,04/14/2020,"United Fidelity Bank, FSB",VI - 00
127065,KINGSHILL,VI,00851,441110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,04/28/2020,"Bank of America, National Association",VI - 00
126600,CHARLOTTE AMALIE,VI,00802,236220,Corporation,Unanswered,Unanswered,Unanswered,,22,04/30/2020,Banco Popular de Puerto Rico,VI - 00
125957,ST JOHN,VI,00830,722410,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,18,04/10/2020,The Huntington National Bank,VI - 00
125927.5,ST THOMAS,VI,00802,722511,Corporation,Unanswered,Unanswered,Unanswered,,21,04/14/2020,FirstBank Puerto Rico,VI - 00
125400,FREDERIKSTED,VI,00840,236220,Corporation,Unanswered,Male Owned,Unanswered,,9,05/08/2020,Oriental Bank,VI - 00
125200,ST THOMAS,VI,00802,713930,Partnership,Unanswered,Unanswered,Unanswered,,15,04/29/2020,Merchants Commercial Bank,VI - 00
123964.6,KINGSHILL,VI,00850,524210,Subchapter S Corporation,White,Unanswered,Unanswered,,10,04/13/2020,"United Fidelity Bank, FSB",VI - 00
123945,ST THOMAS,VI,00802,722511,Corporation,Unanswered,Unanswered,Unanswered,,42,04/27/2020,FirstBank Puerto Rico,VI - 00
123185,CHRISTIANSTED,VI,00820,722410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,22,04/14/2020,"United Fidelity Bank, FSB",VI - 00
122700,CHARLOTTE AMALIE,VI,00802,238320,Corporation,Unanswered,Unanswered,Unanswered,,15,06/28/2020,Banco Popular de Puerto Rico,VI - 00
122000,CHARLOTTE AMALIE,VI,00802,721110,Corporation,Unanswered,Unanswered,Unanswered,,11,05/26/2020,Banco Popular de Puerto Rico,VI - 00
121435,CHRISTIANSTED,VI,00851,532111,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,14,04/28/2020,Merchants Commercial Bank,VI - 00
120684.45,CHRISTIANSTED,VI,00820,722511,Subchapter S Corporation,White,Unanswered,Unanswered,,63,06/22/2020,"United Fidelity Bank, FSB",VI - 00
120597,ST THOMAS,VI,00802,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,04/29/2020,Merchants Commercial Bank,VI - 00
120000,ST. JOHN,VI,00831,483212,Corporation,White,Male Owned,Non-Veteran,,23,04/29/2020,Greater Nevada CU,VI - 00
119844.44,"KINGSHILL, ST. CROIX",VI,00851,532111,Subchapter S Corporation,White,Female Owned,Non-Veteran,,14,04/14/2020,"United Fidelity Bank, FSB",VI - 00
119490,CHRISTIANSTED,VI,00820,445110,Corporation,Unanswered,Unanswered,Unanswered,,24,05/01/2020,FirstBank Puerto Rico,VI - 00
119397.5,ST THOMAS,VI,00802,423910,Corporation,Unanswered,Unanswered,Unanswered,,10,04/27/2020,FirstBank Puerto Rico,VI - 00
119165.19,ST THOMAS,VI,00802,339950,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/11/2020,FirstBank Puerto Rico,VI - 00
119152,ST JOHN,VI,00830,236220,Corporation,Unanswered,Unanswered,Unanswered,,10,04/28/2020,FirstBank Puerto Rico,VI - 00
119066.1,ST THOMAS,VI,00802,541110,Limited Liability Partnership,Unanswered,Male Owned,Unanswered,,8,04/10/2020,FirstBank Puerto Rico,VI - 00
118500,ST JOHN,VI,00830,483212,Corporation,Unanswered,Female Owned,Unanswered,,21,04/27/2020,Oriental Bank,VI - 00
117500,ST. JOHN,VI,00830,722511,Corporation,Unanswered,Unanswered,Unanswered,,7,06/24/2020,Fountainhead SBF LLC,VI - 00
117365,ST. THOMAS,VI,00802,236116,Corporation,Unanswered,Unanswered,Unanswered,,30,05/21/2020,Merchants Commercial Bank,VI - 00
116700,ST THOMAS,VI,00804,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,29,04/29/2020,Merchants Commercial Bank,VI - 00
116500,ST THOMAS,VI,00802,722511,Corporation,Unanswered,Unanswered,Unanswered,,11,04/13/2020,Banco Popular de Puerto Rico,VI - 00
116235,CHRISTIANSTED,VI,00821,236118,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,20,05/13/2020,"United Fidelity Bank, FSB",VI - 00
116205,ST JOHN,VI,00830,722511,Corporation,Unanswered,Unanswered,Unanswered,,30,04/27/2020,FirstBank Puerto Rico,VI - 00
115617,ST. THOMAS,VI,00802,621111,Corporation,Unanswered,Unanswered,Unanswered,,9,04/27/2020,FirstBank Puerto Rico,VI - 00
115600,ST JOHN,VI,00830,624230,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9,04/29/2020,Merchants Commercial Bank,VI - 00
115422,ST THOMAS,VI,00802,448310,Corporation,Unanswered,Unanswered,Unanswered,,7,04/11/2020,Merchants Commercial Bank,VI - 00
115400,ST JOHN,VI,00830,424490,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/30/2020,FirstBank Puerto Rico,VI - 00
115300,CHRISTIANSTED,VI,00820,926110,Corporation,White,Male Owned,Non-Veteran,,10,04/27/2020,"United Fidelity Bank, FSB",VI - 00
115100,CHRISTIANSTED,VI,00820,811412,Corporation,Unanswered,Unanswered,Unanswered,,18,05/12/2020,Oriental Bank,VI - 00
115100,CHRISTIANSTED,VI,00820,541380,Corporation,Unanswered,Unanswered,Unanswered,,15,05/03/2020,Banco Popular de Puerto Rico,VI - 00
114851,ST THOMAS,VI,00802,541940,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,06/04/2020,Merchants Commercial Bank,VI - 00
114080.09,ST THOMAS,VI,00802,713930,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/15/2020,FirstBank Puerto Rico,VI - 00
114000,ST JOHN,VI,00831,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22,04/29/2020,Merchants Commercial Bank,VI - 00
113750,CHRISTIANSTED,VI,00820,531120,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,10,04/07/2020,"United Fidelity Bank, FSB",VI - 00
113432,CHRISTIANSTED,VI,00822,541620,Corporation,Unanswered,Unanswered,Unanswered,,11,04/28/2020,Merchants Commercial Bank,VI - 00
113086.27,CHRISTIANSTED,VI,00820,541110,Corporation,Unanswered,Unanswered,Unanswered,,7,04/13/2020,"United Fidelity Bank, FSB",VI - 00
113000,ST JOHN,VI,00831,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,04/07/2020,OakStar Bank,VI - 00
112600,CHARLOTTE AMALIE,VI,00802,531120,Corporation,Unanswered,Unanswered,Unanswered,,6,04/28/2020,Banco Popular de Puerto Rico,VI - 00
112227.77,CHRISTIANSTED,VI,00820,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,41,06/30/2020,"United Fidelity Bank, FSB",VI - 00
111610,ST THOMAS,VI,00802,487210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,04/27/2020,FirstBank Puerto Rico,VI - 00
111297,ST. THOMAS,VI,00802,444120,Corporation,Unanswered,Male Owned,Non-Veteran,,10,04/30/2020,FirstBank Puerto Rico,VI - 00
111000,ST THOMAS,VI,00802,448310,Corporation,Unanswered,Male Owned,Non-Veteran,,15,05/14/2020,Oriental Bank,VI - 00
110816.87,CHRISTIANSTED,VI,00820,621111,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,15,04/11/2020,FirstBank Puerto Rico,VI - 00
110575,FREDERIKSTED,VI,00840,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/14/2020,"United Fidelity Bank, FSB",VI - 00
109447,ST. THOMAS,VI,00802,448310,Corporation,Unanswered,Unanswered,Unanswered,,8,04/28/2020,FirstBank Puerto Rico,VI - 00
109000,CHARLOTTE AMALIE,VI,00802,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,05/13/2020,Banco Popular de Puerto Rico,VI - 00
108600,CRUZ BAY,VI,00831,483114,Corporation,Unanswered,Unanswered,Unanswered,,27,05/04/2020,Banco Popular de Puerto Rico,VI - 00
108000,CHRISTIANSTED,VI,00820,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,20,04/28/2020,Greater Nevada CU,VI - 00
107447.72,ST THOMAS,VI,00802,541110,Partnership,Unanswered,Unanswered,Unanswered,,7,04/14/2020,FirstBank Puerto Rico,VI - 00
107352,ST THOMAS,VI,00802,541890,Corporation,Unanswered,Unanswered,Unanswered,,6,04/30/2020,FirstBank Puerto Rico,VI - 00
106800,FREDERIKSTED,VI,00840,325998,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,11,04/13/2020,"Community Banks of Colorado, A Division of",VI - 00
106790,CHRISTIANSTED,VI,00820,621111,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,10,04/27/2020,"United Fidelity Bank, FSB",VI - 00
106500,ST. THOMAS,VI,00802,446110,Corporation,Unanswered,Unanswered,Unanswered,,0,04/15/2020,Live Oak Banking Company,VI - 00
106317,ST THOMAS,VI,00802,487210,Corporation,Unanswered,Unanswered,Unanswered,,8,05/07/2020,Merchants Commercial Bank,VI - 00
106000,CHARLOTTE AMALIE,VI,00802,442299,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,15,04/28/2020,Banco Popular de Puerto Rico,VI - 00
105327,SAN THOMAS,VI,00802,722511,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,36,04/27/2020,FirstBank Puerto Rico,VI - 00
104700,ST THOMAS,VI,00802,447110,Corporation,Unanswered,Female Owned,Unanswered,,18,04/27/2020,Oriental Bank,VI - 00
104134.22,ST THOMAS,VI,00802,541211,Partnership,Unanswered,Male Owned,Unanswered,,5,04/09/2020,FirstBank Puerto Rico,VI - 00
104000,ST THOMAS,VI,00802,621210,Corporation,Unanswered,Male Owned,Unanswered,,13,04/29/2020,Merchants Commercial Bank,VI - 00
103462.37,ST THOMAS,VI,00802,812910,Non-Profit Organization,Unanswered,Female Owned,Unanswered,Y,25,04/27/2020,FirstBank Puerto Rico,VI - 00
103400,FREDERIKSTED,VI,00840,531120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,05/03/2020,Banco Popular de Puerto Rico,VI - 00
102300,CHRISTIANSTED,VI,00820,561710,Corporation,Unanswered,Unanswered,Unanswered,,18,05/03/2020,Banco Popular de Puerto Rico,VI - 00
102000,ST THOMAS,VI,00802,713990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,38,06/09/2020,Merchants Commercial Bank,VI - 00
101000,ST THOMAS,VI,00802,621111,Corporation,Unanswered,Male Owned,Unanswered,,9,05/01/2020,Oriental Bank,VI - 00
100942,ST THOMAS,VI,00802,562111,Corporation,Unanswered,Unanswered,Unanswered,,7,05/08/2020,FirstBank Puerto Rico,VI - 00
100288.32,CHRISTIANSTED,VI,00820,524210,Subchapter S Corporation,Black or African American,Unanswered,Unanswered,,14,04/27/2020,"United Fidelity Bank, FSB",VI - 00
100195,CHRISTIANSTED,VI,00820,484110,Corporation,Unanswered,Unanswered,Unanswered,,20,04/27/2020,FirstBank Puerto Rico,VI - 00
100000,CHRISTIANSTED,VI,00824,722511,Subchapter S Corporation,White,Female Owned,Unanswered,,20,04/15/2020,"United Fidelity Bank, FSB",VI - 00
99826,ST JOHN,VI,00831,531311,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,04/29/2020,Merchants Commercial Bank,VI - 00
99627,ST JOHN,VI,00830,531311,Corporation,Unanswered,Unanswered,Unanswered,,8,04/28/2020,Merchants Commercial Bank,VI - 00
99100,ST THOMAS,VI,00802,238990,Corporation,Unanswered,Unanswered,Unanswered,,7,04/29/2020,Merchants Commercial Bank,VI - 00
98100,FREDERIKSTED,VI,00840,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,04/29/2020,Merchants Commercial Bank,VI - 00
98095,ST THOMAS,VI,00802,722511,Corporation,Unanswered,Unanswered,Unanswered,,14,04/27/2020,FirstBank Puerto Rico,VI - 00
97818,CHRISTIANSTED,VI,00820,453998,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,11,04/14/2020,"United Fidelity Bank, FSB",VI - 00
97682,CHRISTIANSTED,VI,00820,721110,Corporation,Unanswered,Unanswered,Unanswered,,25,04/15/2020,KeyBank National Association,VI - 00
97500,ST JOHN,VI,00830,453998,Corporation,Unanswered,Unanswered,Unanswered,,16,04/14/2020,Merchants Commercial Bank,VI - 00
96600,CHARLOTTE AMALIE,VI,00802,447110,Corporation,Unanswered,Unanswered,Unanswered,,2,04/28/2020,Banco Popular de Puerto Rico,VI - 00
96500,ST THOMAS,VI,00802,813410,Corporation,Unanswered,Unanswered,Unanswered,,11,04/30/2020,Merchants Commercial Bank,VI - 00
96283.7,KINGSHILL,VI,00851,236220,Limited  Liability Company(LLC),Black or African American,Male Owned,Non-Veteran,,18,04/28/2020,"United Fidelity Bank, FSB",VI - 00
95938.24,ST THOMAS,VI,00802,448310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/15/2020,FirstBank Puerto Rico,VI - 00
95547.5,CHRISTIANSTED,VI,00820,453998,Subchapter S Corporation,White,Male Owned,Unanswered,,11,05/11/2020,"United Fidelity Bank, FSB",VI - 00
95315.32,ST THOMAS,VI,00802,531110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8,04/27/2020,FirstBank Puerto Rico,VI - 00
95300,ST JOHN,VI,00831,445120,Corporation,Unanswered,Unanswered,Unanswered,,14,04/14/2020,Banco Popular de Puerto Rico,VI - 00
95127,ST THOMAS,VI,00802,446110,Corporation,Unanswered,Unanswered,Unanswered,,20,05/01/2020,FirstBank Puerto Rico,VI - 00
95000,ST JOHN,VI,00831,722511,Corporation,Unanswered,Unanswered,Unanswered,,20,04/29/2020,Merchants Commercial Bank,VI - 00
94800,FREDERIKSTED,VI,00840,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,04/29/2020,Banco Popular de Puerto Rico,VI - 00
94692,ST THOMAS,VI,00802,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,25,05/22/2020,FirstBank Puerto Rico,VI - 00
94500,FREDERIKSTED,VI,00840,332321,Corporation,Unanswered,Unanswered,Unanswered,,12,04/30/2020,Banco Popular de Puerto Rico,VI - 00
94300,CHARLOTTE AMALIE,VI,00802,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,05/03/2020,Banco Popular de Puerto Rico,VI - 00
94250,ST THOMAS,VI,00802,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,21,04/14/2020,Merchants Commercial Bank,VI - 00
93900,CHARLOTTE AMALIE,VI,00802,623990,Corporation,Unanswered,Unanswered,Unanswered,,46,05/02/2020,Banco Popular de Puerto Rico,VI - 00
93869.52,CHRISTIANSTED,VI,00822,561520,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,06/22/2020,"United Fidelity Bank, FSB",VI - 00
93375,SAINT THOMAS,VI,00802,531320,Corporation,Unanswered,Unanswered,Unanswered,,6,04/28/2020,FirstBank Puerto Rico,VI - 00
93030,ST THOMAS,VI,00802,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,43,04/29/2020,Merchants Commercial Bank,VI - 00
92870,ST THOMAS,VI,00802,448310,Corporation,Unanswered,Unanswered,Unanswered,,10,05/01/2020,FirstBank Puerto Rico,VI - 00
92500,ST JOHN,VI,00831,447190,Joint Venture,Unanswered,Unanswered,Unanswered,,12,04/12/2020,Boston Private Bank & Trust Company,VI - 00
92500,ST. JOHN,VI,00830,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/29/2020,Merchants Commercial Bank,VI - 00
92500,ST. THOMAS,VI,00802,621999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,06/16/2020,Merchants Commercial Bank,VI - 00
91928.52,CHRISTIANSTED,VI,00820,451110,Corporation,White,Female Owned,Non-Veteran,,24,04/30/2020,FirstBank Puerto Rico,VI - 00
91242.22,CHRISTIANSTED,VI,00822,453998,Corporation,White,Unanswered,Unanswered,,12,04/27/2020,"United Fidelity Bank, FSB",VI - 00
91036.27,ST THOMAS,VI,00802,424490,Corporation,Unanswered,Unanswered,Unanswered,,6,04/15/2020,FirstBank Puerto Rico,VI - 00
90669.15,CHRISTIANSTED,VI,00820,531311,Corporation,Unanswered,Unanswered,Unanswered,,20,05/02/2020,FirstBank Puerto Rico,VI - 00
90462,ST JOHN,VI,00830,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,05/04/2020,Merchants Commercial Bank,VI - 00
90200,CHARLOTTE AMALIE,VI,00802,448310,Corporation,Unanswered,Unanswered,Unanswered,,14,05/08/2020,Banco Popular de Puerto Rico,VI - 00
90110.72,ST THOMAS,VI,00802,424490,Corporation,Unanswered,Unanswered,Unanswered,,10,04/16/2020,FirstBank Puerto Rico,VI - 00
90000,ST. JOHN,VI,00830,811121,Corporation,Unanswered,Unanswered,Unanswered,,8,04/29/2020,Merchants Commercial Bank,VI - 00
90000,ST. JOHN,VI,00830,444130,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,04/30/2020,Merchants Commercial Bank,VI - 00
89365,ST JOHN,VI,00830,441310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,04/29/2020,Merchants Commercial Bank,VI - 00
89200,CHRISTIANSTED,VI,00820,236115,Corporation,Unanswered,Male Owned,Unanswered,,12,04/28/2020,Oriental Bank,VI - 00
88826,ST THOMAS,VI,00802,424490,Corporation,Unanswered,Unanswered,Unanswered,,7,04/11/2020,FirstBank Puerto Rico,VI - 00
88500,ST. THOMAS,VI,00802,238210,Corporation,Unanswered,Unanswered,Unanswered,,12,05/15/2020,Merchants Commercial Bank,VI - 00
88126,CHRISTIANSTED,VI,00820,999990,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,10,05/03/2020,Cross River Bank,VI - 00
88062.08,ST THOMAS,VI,00802,451110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,04/15/2020,FirstBank Puerto Rico,VI - 00
87812,ST THOMAS,VI,00802,722410,Corporation,Unanswered,Unanswered,Unanswered,,26,04/27/2020,FirstBank Puerto Rico,VI - 00
87300,CHARLOTTE AMALIE,VI,00802,445299,Corporation,Unanswered,Unanswered,Unanswered,,19,06/30/2020,Banco Popular de Puerto Rico,VI - 00
87200,CHRISTIANSTED,VI,00820,813920,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,5,04/28/2020,Oriental Bank,VI - 00
87097,CHRISITANSTED,VI,00820,441310,Corporation,White,Female Owned,Unanswered,,9,04/13/2020,"United Fidelity Bank, FSB",VI - 00
86819.41,CHRISTIANSTED,VI,00820,541511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,04/14/2020,FirstBank Puerto Rico,VI - 00
86636,CHRISTIANSTED,VI,00820,492210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,04/14/2020,"United Fidelity Bank, FSB",VI - 00
86500,CHARLOTTE AMALIE,VI,00802,611110,Corporation,Unanswered,Unanswered,Unanswered,,20,05/03/2020,Banco Popular de Puerto Rico,VI - 00
86300,CHRISTIANSTED,VI,00820,446130,Corporation,Unanswered,Unanswered,Unanswered,,12,05/01/2020,Banco Popular de Puerto Rico,VI - 00
86138.66,ST THOMAS,VI,00802,531120,Corporation,Unanswered,Unanswered,Unanswered,,3,04/15/2020,FirstBank Puerto Rico,VI - 00
86000,CHRISTIANSTED,VI,00820,621410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,11,05/27/2020,Banco Popular de Puerto Rico,VI - 00
86000,CHARLOTTE AMALIE,VI,00802,518210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,05/15/2020,Banco Popular de Puerto Rico,VI - 00
85400,CHARLOTTE AMALIE,VI,00802,452210,Corporation,Unanswered,Unanswered,Unanswered,,23,05/05/2020,Banco Popular de Puerto Rico,VI - 00
85098,ST THOMAS,VI,00802,541110,Partnership,Unanswered,Male Owned,Unanswered,,5,04/29/2020,Merchants Commercial Bank,VI - 00
85000,ST JOHN,VI,00831,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/30/2020,Merchants Commercial Bank,VI - 00
84860,ST THOMAS,VI,00802,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/13/2020,Merchants Commercial Bank,VI - 00
84700,CHARLOTTE AMALIE,VI,00802,561110,Partnership,Unanswered,Unanswered,Unanswered,,5,05/03/2020,Banco Popular de Puerto Rico,VI - 00
84152,ST THOMAS,VI,00802,238210,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,7,05/06/2020,FirstBank Puerto Rico,VI - 00
